epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667849015448,2022-11-07T20.23.35.448,6.968,-0.406,-0.063,1.083
1667849015469,2022-11-07T20.23.35.469,6.989,-0.310,-0.192,0.967
1667849015488,2022-11-07T20.23.35.488,7.008,-0.276,-0.108,0.875
1667849015508,2022-11-07T20.23.35.508,7.028,-0.191,-0.119,0.921
1667849015527,2022-11-07T20.23.35.527,7.047,-0.188,-0.141,0.938
1667849015548,2022-11-07T20.23.35.548,7.068,-0.246,-0.160,0.972
1667849015568,2022-11-07T20.23.35.568,7.088,-0.333,-0.203,1.051
1667849015587,2022-11-07T20.23.35.587,7.107,-0.374,-0.090,1.136
1667849015608,2022-11-07T20.23.35.608,7.128,-0.234,-0.177,1.057
1667849015627,2022-11-07T20.23.35.627,7.147,-0.223,-0.234,1.002
1667849015647,2022-11-07T20.23.35.647,7.167,-0.207,-0.203,1.088
1667849015666,2022-11-07T20.23.35.666,7.186,-0.160,-0.288,1.040
1667849015687,2022-11-07T20.23.35.687,7.207,-0.240,-0.165,0.970
1667849015706,2022-11-07T20.23.35.706,7.226,-0.181,-0.033,1.055
1667849015726,2022-11-07T20.23.35.726,7.246,-0.172,-0.013,1.029
1667849015747,2022-11-07T20.23.35.747,7.267,-0.263,-0.047,0.956
1667849015766,2022-11-07T20.23.35.766,7.286,-0.274,-0.102,0.921
1667849015786,2022-11-07T20.23.35.786,7.306,-0.180,0.010,1.008
1667849015806,2022-11-07T20.23.35.806,7.326,-0.097,0.050,1.070
1667849015826,2022-11-07T20.23.35.826,7.346,-0.136,-0.083,1.049
1667849015845,2022-11-07T20.23.35.845,7.365,-0.212,-0.110,1.031
1667849015866,2022-11-07T20.23.35.866,7.386,-0.167,-0.061,1.032
1667849015885,2022-11-07T20.23.35.885,7.405,-0.156,-0.112,0.977
1667849015905,2022-11-07T20.23.35.905,7.425,-0.208,-0.139,0.938
1667849015924,2022-11-07T20.23.35.924,7.444,-0.173,-0.137,1.011
1667849015945,2022-11-07T20.23.35.945,7.465,-0.180,-0.102,0.954
1667849015965,2022-11-07T20.23.35.965,7.485,-0.229,0.034,0.983
1667849015984,2022-11-07T20.23.35.984,7.504,-0.166,0.031,1.093
1667849016005,2022-11-07T20.23.36.005,7.525,-0.223,0.019,1.099
1667849016024,2022-11-07T20.23.36.024,7.544,-0.237,-0.001,1.036
1667849016044,2022-11-07T20.23.36.044,7.564,-0.181,-0.053,0.931
1667849016063,2022-11-07T20.23.36.063,7.583,-0.115,-0.071,0.895
1667849016084,2022-11-07T20.23.36.084,7.604,-0.098,-0.140,0.918
1667849016103,2022-11-07T20.23.36.103,7.623,-0.140,-0.142,0.982
1667849016123,2022-11-07T20.23.36.123,7.643,-0.181,-0.070,1.069
1667849016144,2022-11-07T20.23.36.144,7.664,-0.121,0.017,1.120
1667849016163,2022-11-07T20.23.36.163,7.683,-0.106,-0.032,1.119
1667849016183,2022-11-07T20.23.36.183,7.703,-0.198,-0.131,1.068
1667849016202,2022-11-07T20.23.36.202,7.722,-0.199,-0.178,0.979
1667849016223,2022-11-07T20.23.36.223,7.743,-0.123,-0.117,0.921
1667849016242,2022-11-07T20.23.36.242,7.762,-0.081,-0.110,0.891
1667849016263,2022-11-07T20.23.36.263,7.783,-0.166,-0.137,0.942
1667849016282,2022-11-07T20.23.36.282,7.802,-0.192,-0.069,0.996
1667849016302,2022-11-07T20.23.36.302,7.822,-0.101,-0.088,0.977
1667849016323,2022-11-07T20.23.36.323,7.843,-0.116,-0.125,0.908
1667849016342,2022-11-07T20.23.36.342,7.862,-0.146,-0.079,0.881
1667849016362,2022-11-07T20.23.36.362,7.882,-0.056,-0.058,0.913
1667849016381,2022-11-07T20.23.36.381,7.901,-0.095,-0.108,0.975
1667849016402,2022-11-07T20.23.36.402,7.922,-0.195,-0.125,1.003
1667849016421,2022-11-07T20.23.36.421,7.941,-0.140,-0.084,0.993
1667849016441,2022-11-07T20.23.36.441,7.961,-0.118,-0.130,0.913
1667849016460,2022-11-07T20.23.36.460,7.980,-0.157,-0.160,0.890
1667849016481,2022-11-07T20.23.36.481,8.001,-0.168,-0.148,0.953
1667849016501,2022-11-07T20.23.36.501,8.021,-0.189,-0.084,1.074
1667849016520,2022-11-07T20.23.36.520,8.040,-0.207,-0.038,1.129
1667849016541,2022-11-07T20.23.36.541,8.061,-0.215,-0.129,1.115
1667849016560,2022-11-07T20.23.36.560,8.080,-0.263,-0.164,1.074
1667849016580,2022-11-07T20.23.36.580,8.100,-0.200,-0.085,1.004
1667849016599,2022-11-07T20.23.36.599,8.119,-0.110,-0.125,0.982
1667849016620,2022-11-07T20.23.36.620,8.140,-0.153,-0.224,0.973
1667849016639,2022-11-07T20.23.36.639,8.159,-0.194,-0.245,1.002
1667849016660,2022-11-07T20.23.36.660,8.180,-0.175,-0.204,1.053
1667849016679,2022-11-07T20.23.36.679,8.199,-0.153,-0.115,1.072
1667849016699,2022-11-07T20.23.36.699,8.219,-0.133,-0.162,1.046
1667849016720,2022-11-07T20.23.36.720,8.240,-0.223,-0.219,0.998
1667849016739,2022-11-07T20.23.36.739,8.259,-0.256,-0.176,1.021
1667849016759,2022-11-07T20.23.36.759,8.279,-0.188,-0.095,1.044
1667849016778,2022-11-07T20.23.36.778,8.298,-0.172,-0.073,1.027
1667849016799,2022-11-07T20.23.36.799,8.319,-0.242,-0.125,0.979
1667849016818,2022-11-07T20.23.36.818,8.338,-0.242,-0.181,0.956
1667849016838,2022-11-07T20.23.36.838,8.358,-0.192,-0.193,0.964
1667849016857,2022-11-07T20.23.36.857,8.377,-0.193,-0.161,0.962
1667849016878,2022-11-07T20.23.36.878,8.398,-0.158,-0.104,1.005
1667849016898,2022-11-07T20.23.36.898,8.418,-0.129,-0.110,1.012
1667849016917,2022-11-07T20.23.36.917,8.437,-0.193,-0.197,0.992
1667849016938,2022-11-07T20.23.36.938,8.458,-0.245,-0.181,0.991
1667849016957,2022-11-07T20.23.36.957,8.477,-0.164,-0.082,0.995
1667849016977,2022-11-07T20.23.36.977,8.497,-0.101,-0.061,0.980
1667849016996,2022-11-07T20.23.36.996,8.516,-0.137,-0.107,0.958
1667849017017,2022-11-07T20.23.37.017,8.537,-0.125,-0.142,0.971
1667849017036,2022-11-07T20.23.37.036,8.556,-0.147,-0.136,0.987
1667849017057,2022-11-07T20.23.37.057,8.577,-0.189,-0.110,0.976
1667849017077,2022-11-07T20.23.37.077,8.597,-0.156,-0.064,0.979
1667849017096,2022-11-07T20.23.37.096,8.616,-0.132,0.007,0.955
1667849017117,2022-11-07T20.23.37.117,8.637,-0.141,0.001,0.862
1667849017136,2022-11-07T20.23.37.136,8.656,-0.117,-0.136,0.846
1667849017156,2022-11-07T20.23.37.156,8.676,-0.128,-0.148,0.924
1667849017175,2022-11-07T20.23.37.175,8.695,-0.108,-0.086,0.975
1667849017196,2022-11-07T20.23.37.196,8.716,-0.122,-0.038,0.972
1667849017215,2022-11-07T20.23.37.215,8.735,-0.126,-0.150,0.945
1667849017235,2022-11-07T20.23.37.235,8.755,-0.162,-0.206,0.952
1667849017256,2022-11-07T20.23.37.256,8.776,-0.117,-0.139,0.998
1667849017275,2022-11-07T20.23.37.275,8.795,-0.134,-0.066,1.017
1667849017295,2022-11-07T20.23.37.295,8.815,-0.159,-0.075,1.011
1667849017314,2022-11-07T20.23.37.314,8.834,-0.148,-0.166,1.042
1667849017335,2022-11-07T20.23.37.335,8.855,-0.188,-0.110,1.065
1667849017354,2022-11-07T20.23.37.354,8.874,-0.154,-0.005,1.042
1667849017374,2022-11-07T20.23.37.374,8.894,-0.134,-0.017,0.986
1667849017393,2022-11-07T20.23.37.393,8.913,-0.144,-0.118,0.921
1667849017414,2022-11-07T20.23.37.414,8.934,-0.158,-0.217,0.911
1667849017433,2022-11-07T20.23.37.433,8.953,-0.156,-0.131,0.902
1667849017453,2022-11-07T20.23.37.453,8.973,-0.079,-0.020,0.862
1667849017474,2022-11-07T20.23.37.474,8.994,-0.076,0.000,0.838
1667849017493,2022-11-07T20.23.37.493,9.013,-0.173,-0.104,0.854
1667849017514,2022-11-07T20.23.37.514,9.034,-0.220,-0.212,0.910
1667849017533,2022-11-07T20.23.37.533,9.053,-0.224,-0.184,0.893
1667849017553,2022-11-07T20.23.37.553,9.073,-0.160,-0.108,0.924
1667849017572,2022-11-07T20.23.37.572,9.092,-0.119,-0.081,1.004
1667849017593,2022-11-07T20.23.37.593,9.113,-0.210,-0.180,0.985
1667849017612,2022-11-07T20.23.37.612,9.132,-0.289,-0.241,0.977
1667849017632,2022-11-07T20.23.37.632,9.152,-0.225,-0.185,0.980
1667849017653,2022-11-07T20.23.37.653,9.173,-0.165,-0.155,0.996
1667849017672,2022-11-07T20.23.37.672,9.192,-0.189,-0.119,1.023
1667849017692,2022-11-07T20.23.37.692,9.212,-0.208,-0.153,0.997
1667849017711,2022-11-07T20.23.37.711,9.231,-0.221,-0.252,0.951
1667849017732,2022-11-07T20.23.37.732,9.252,-0.217,-0.234,0.945
1667849017751,2022-11-07T20.23.37.751,9.271,-0.158,-0.194,1.005
1667849017771,2022-11-07T20.23.37.771,9.291,-0.164,-0.232,1.053
1667849017790,2022-11-07T20.23.37.790,9.310,-0.225,-0.288,0.995
1667849017811,2022-11-07T20.23.37.811,9.331,-0.224,-0.282,0.920
1667849017831,2022-11-07T20.23.37.831,9.351,-0.158,-0.236,0.922
1667849017850,2022-11-07T20.23.37.850,9.370,-0.138,-0.236,0.960
1667849017871,2022-11-07T20.23.37.871,9.391,-0.191,-0.280,0.968
1667849017890,2022-11-07T20.23.37.890,9.410,-0.245,-0.277,0.890
1667849017911,2022-11-07T20.23.37.911,9.431,-0.171,-0.218,0.846
1667849017930,2022-11-07T20.23.37.930,9.450,-0.109,-0.194,0.844
1667849017950,2022-11-07T20.23.37.950,9.470,-0.158,-0.255,0.897
1667849017969,2022-11-07T20.23.37.969,9.489,-0.215,-0.213,0.930
1667849017990,2022-11-07T20.23.37.990,9.510,-0.203,-0.165,0.900
1667849018010,2022-11-07T20.23.38.010,9.530,-0.174,-0.200,0.850
1667849018029,2022-11-07T20.23.38.029,9.549,-0.165,-0.295,0.840
1667849018050,2022-11-07T20.23.38.050,9.570,-0.162,-0.313,0.906
1667849018069,2022-11-07T20.23.38.069,9.589,-0.116,-0.204,0.995
1667849018089,2022-11-07T20.23.38.089,9.609,-0.127,-0.145,0.964
1667849018108,2022-11-07T20.23.38.108,9.628,-0.174,-0.259,0.883
1667849018129,2022-11-07T20.23.38.129,9.649,-0.194,-0.405,0.827
1667849018148,2022-11-07T20.23.38.148,9.668,-0.163,-0.314,0.873
1667849018168,2022-11-07T20.23.38.168,9.688,-0.060,-0.157,0.960
1667849018187,2022-11-07T20.23.38.187,9.707,-0.089,-0.220,0.973
1667849018208,2022-11-07T20.23.38.208,9.728,-0.203,-0.364,0.943
1667849018228,2022-11-07T20.23.38.228,9.748,-0.219,-0.410,0.929
1667849018247,2022-11-07T20.23.38.247,9.767,-0.143,-0.322,0.977
1667849018268,2022-11-07T20.23.38.268,9.788,-0.094,-0.243,0.979
1667849018287,2022-11-07T20.23.38.287,9.807,-0.131,-0.256,0.957
1667849018307,2022-11-07T20.23.38.307,9.827,-0.174,-0.369,0.931
1667849018327,2022-11-07T20.23.38.327,9.847,-0.177,-0.465,0.922
1667849018347,2022-11-07T20.23.38.347,9.867,-0.158,-0.390,0.935
1667849018366,2022-11-07T20.23.38.366,9.886,-0.100,-0.308,0.941
1667849018387,2022-11-07T20.23.38.387,9.907,-0.134,-0.311,0.920
1667849018407,2022-11-07T20.23.38.407,9.927,-0.144,-0.310,0.938
1667849018426,2022-11-07T20.23.38.426,9.946,-0.124,-0.363,1.004
1667849018447,2022-11-07T20.23.38.447,9.967,-0.164,-0.411,0.979
1667849018466,2022-11-07T20.23.38.466,9.986,-0.162,-0.358,0.926
1667849018486,2022-11-07T20.23.38.486,10.006,-0.090,-0.340,0.940
1667849018505,2022-11-07T20.23.38.505,10.025,-0.155,-0.392,0.923
1667849018526,2022-11-07T20.23.38.526,10.046,-0.222,-0.442,0.919
1667849018545,2022-11-07T20.23.38.545,10.065,-0.178,-0.401,0.913
1667849018565,2022-11-07T20.23.38.565,10.085,-0.126,-0.322,0.887
1667849018586,2022-11-07T20.23.38.586,10.106,-0.120,-0.322,0.859
1667849018605,2022-11-07T20.23.38.605,10.125,-0.145,-0.377,0.891
1667849018625,2022-11-07T20.23.38.625,10.145,-0.139,-0.352,0.962
1667849018644,2022-11-07T20.23.38.644,10.164,-0.124,-0.321,0.965
1667849018665,2022-11-07T20.23.38.665,10.185,-0.181,-0.359,0.921
1667849018684,2022-11-07T20.23.38.684,10.204,-0.195,-0.383,0.915
1667849018704,2022-11-07T20.23.38.704,10.224,-0.127,-0.343,0.969
1667849018723,2022-11-07T20.23.38.723,10.243,-0.115,-0.356,1.028
1667849018744,2022-11-07T20.23.38.744,10.264,-0.234,-0.393,0.971
1667849018765,2022-11-07T20.23.38.765,10.285,-0.275,-0.448,0.847
1667849018784,2022-11-07T20.23.38.784,10.304,-0.264,-0.466,0.802
1667849018804,2022-11-07T20.23.38.804,10.324,-0.243,-0.385,0.908
1667849018823,2022-11-07T20.23.38.823,10.343,-0.226,-0.300,1.054
1667849018844,2022-11-07T20.23.38.844,10.364,-0.280,-0.265,1.104
1667849018863,2022-11-07T20.23.38.863,10.383,-0.309,-0.395,1.076
1667849018883,2022-11-07T20.23.38.883,10.403,-0.300,-0.461,1.000
1667849018902,2022-11-07T20.23.38.902,10.422,-0.218,-0.429,0.963
1667849018923,2022-11-07T20.23.38.923,10.443,-0.166,-0.386,0.952
1667849018943,2022-11-07T20.23.38.943,10.463,-0.152,-0.373,0.936
1667849018962,2022-11-07T20.23.38.962,10.482,-0.172,-0.390,0.913
1667849018983,2022-11-07T20.23.38.983,10.503,-0.167,-0.404,0.928
1667849019002,2022-11-07T20.23.39.002,10.522,-0.175,-0.420,0.912
1667849019022,2022-11-07T20.23.39.022,10.542,-0.187,-0.396,0.885
1667849019041,2022-11-07T20.23.39.041,10.561,-0.132,-0.317,0.887
1667849019062,2022-11-07T20.23.39.062,10.582,-0.129,-0.265,0.899
1667849019081,2022-11-07T20.23.39.081,10.601,-0.187,-0.270,0.941
1667849019101,2022-11-07T20.23.39.101,10.621,-0.197,-0.323,0.981
1667849019120,2022-11-07T20.23.39.120,10.640,-0.206,-0.349,0.995
1667849019141,2022-11-07T20.23.39.141,10.661,-0.207,-0.345,0.968
1667849019161,2022-11-07T20.23.39.161,10.681,-0.192,-0.329,0.913
1667849019181,2022-11-07T20.23.39.181,10.701,-0.170,-0.316,0.878
1667849019201,2022-11-07T20.23.39.201,10.721,-0.171,-0.341,0.845
1667849019220,2022-11-07T20.23.39.220,10.740,-0.231,-0.322,0.840
1667849019241,2022-11-07T20.23.39.241,10.761,-0.206,-0.311,0.858
1667849019260,2022-11-07T20.23.39.260,10.780,-0.214,-0.332,0.844
1667849019280,2022-11-07T20.23.39.280,10.800,-0.268,-0.369,0.817
1667849019299,2022-11-07T20.23.39.299,10.819,-0.279,-0.456,0.815
1667849019320,2022-11-07T20.23.39.320,10.840,-0.277,-0.384,0.825
1667849019340,2022-11-07T20.23.39.340,10.860,-0.211,-0.318,0.855
1667849019359,2022-11-07T20.23.39.359,10.879,-0.215,-0.319,0.848
1667849019380,2022-11-07T20.23.39.380,10.900,-0.266,-0.353,0.784
1667849019399,2022-11-07T20.23.39.399,10.919,-0.268,-0.377,0.748
1667849019419,2022-11-07T20.23.39.419,10.939,-0.229,-0.385,0.767
1667849019438,2022-11-07T20.23.39.438,10.958,-0.196,-0.362,0.804
1667849019459,2022-11-07T20.23.39.459,10.979,-0.217,-0.297,0.799
1667849019478,2022-11-07T20.23.39.478,10.998,-0.271,-0.325,0.760
1667849019498,2022-11-07T20.23.39.498,11.018,-0.329,-0.393,0.712
1667849019519,2022-11-07T20.23.39.519,11.039,-0.290,-0.399,0.720
1667849019538,2022-11-07T20.23.39.538,11.058,-0.260,-0.360,0.803
1667849019558,2022-11-07T20.23.39.558,11.078,-0.294,-0.281,0.890
1667849019577,2022-11-07T20.23.39.577,11.097,-0.324,-0.287,0.909
1667849019598,2022-11-07T20.23.39.598,11.118,-0.372,-0.388,0.885
1667849019617,2022-11-07T20.23.39.617,11.137,-0.354,-0.441,0.886
1667849019638,2022-11-07T20.23.39.638,11.158,-0.309,-0.353,0.950
1667849019657,2022-11-07T20.23.39.657,11.177,-0.299,-0.301,0.974
1667849019677,2022-11-07T20.23.39.677,11.197,-0.359,-0.327,0.885
1667849019698,2022-11-07T20.23.39.698,11.218,-0.397,-0.403,0.828
1667849019717,2022-11-07T20.23.39.717,11.237,-0.386,-0.423,0.878
1667849019737,2022-11-07T20.23.39.737,11.257,-0.349,-0.326,0.974
1667849019756,2022-11-07T20.23.39.756,11.276,-0.276,-0.190,1.094
1667849019777,2022-11-07T20.23.39.777,11.297,-0.256,-0.165,1.136
1667849019796,2022-11-07T20.23.39.796,11.316,-0.348,-0.325,1.001
1667849019816,2022-11-07T20.23.39.816,11.336,-0.396,-0.432,0.887
1667849019835,2022-11-07T20.23.39.835,11.355,-0.288,-0.377,0.903
1667849019856,2022-11-07T20.23.39.856,11.376,-0.227,-0.305,0.986
1667849019875,2022-11-07T20.23.39.875,11.395,-0.301,-0.277,1.032
1667849019895,2022-11-07T20.23.39.895,11.415,-0.312,-0.322,1.026
1667849019916,2022-11-07T20.23.39.916,11.436,-0.302,-0.355,1.002
1667849019935,2022-11-07T20.23.39.935,11.455,-0.285,-0.322,0.985
1667849019955,2022-11-07T20.23.39.955,11.475,-0.261,-0.295,0.944
1667849019974,2022-11-07T20.23.39.974,11.494,-0.284,-0.280,0.938
1667849019995,2022-11-07T20.23.39.995,11.515,-0.296,-0.353,0.996
1667849020014,2022-11-07T20.23.40.014,11.534,-0.320,-0.368,1.003
1667849020035,2022-11-07T20.23.40.035,11.555,-0.302,-0.315,0.975
1667849020054,2022-11-07T20.23.40.054,11.574,-0.272,-0.292,0.973
1667849020074,2022-11-07T20.23.40.074,11.594,-0.305,-0.349,0.929
1667849020095,2022-11-07T20.23.40.095,11.615,-0.352,-0.347,0.907
1667849020114,2022-11-07T20.23.40.114,11.634,-0.327,-0.287,0.948
1667849020134,2022-11-07T20.23.40.134,11.654,-0.298,-0.231,0.967
1667849020153,2022-11-07T20.23.40.153,11.673,-0.323,-0.250,0.929
1667849020174,2022-11-07T20.23.40.174,11.694,-0.364,-0.350,0.861
1667849020193,2022-11-07T20.23.40.193,11.713,-0.396,-0.432,0.829
1667849020213,2022-11-07T20.23.40.213,11.733,-0.374,-0.339,0.899
1667849020232,2022-11-07T20.23.40.232,11.752,-0.285,-0.192,0.975
1667849020253,2022-11-07T20.23.40.253,11.773,-0.285,-0.162,0.984
1667849020273,2022-11-07T20.23.40.273,11.793,-0.366,-0.281,0.931
1667849020292,2022-11-07T20.23.40.292,11.812,-0.408,-0.381,0.874
1667849020313,2022-11-07T20.23.40.313,11.833,-0.369,-0.337,0.850
1667849020332,2022-11-07T20.23.40.332,11.852,-0.318,-0.258,0.852
1667849020352,2022-11-07T20.23.40.352,11.872,-0.378,-0.267,0.868
1667849020371,2022-11-07T20.23.40.371,11.891,-0.473,-0.322,0.876
1667849020392,2022-11-07T20.23.40.392,11.912,-0.482,-0.328,0.903
1667849020411,2022-11-07T20.23.40.411,11.931,-0.419,-0.282,0.971
1667849020432,2022-11-07T20.23.40.432,11.952,-0.373,-0.227,1.059
1667849020452,2022-11-07T20.23.40.452,11.972,-0.384,-0.197,1.097
1667849020471,2022-11-07T20.23.40.471,11.991,-0.396,-0.200,1.024
1667849020492,2022-11-07T20.23.40.492,12.012,-0.359,-0.308,0.925
1667849020511,2022-11-07T20.23.40.511,12.031,-0.346,-0.362,0.871
1667849020531,2022-11-07T20.23.40.531,12.051,-0.325,-0.318,0.855
1667849020550,2022-11-07T20.23.40.550,12.070,-0.311,-0.313,0.833
1667849020571,2022-11-07T20.23.40.571,12.091,-0.302,-0.325,0.818
1667849020590,2022-11-07T20.23.40.590,12.110,-0.290,-0.296,0.849
1667849020610,2022-11-07T20.23.40.610,12.130,-0.294,-0.226,0.901
1667849020629,2022-11-07T20.23.40.629,12.149,-0.299,-0.196,0.950
1667849020650,2022-11-07T20.23.40.650,12.170,-0.285,-0.195,0.970
1667849020670,2022-11-07T20.23.40.670,12.190,-0.299,-0.218,0.936
1667849020689,2022-11-07T20.23.40.689,12.209,-0.343,-0.260,0.937
1667849020710,2022-11-07T20.23.40.710,12.230,-0.320,-0.251,0.945
1667849020729,2022-11-07T20.23.40.729,12.249,-0.297,-0.229,0.903
1667849020749,2022-11-07T20.23.40.749,12.269,-0.327,-0.285,0.872
1667849020768,2022-11-07T20.23.40.768,12.288,-0.340,-0.304,0.927
1667849020789,2022-11-07T20.23.40.789,12.309,-0.323,-0.230,0.984
1667849020808,2022-11-07T20.23.40.808,12.328,-0.308,-0.206,1.033
1667849020828,2022-11-07T20.23.40.828,12.348,-0.350,-0.226,1.016
1667849020849,2022-11-07T20.23.40.849,12.369,-0.354,-0.249,0.955
1667849020868,2022-11-07T20.23.40.868,12.388,-0.348,-0.226,0.946
1667849020889,2022-11-07T20.23.40.889,12.409,-0.338,-0.241,0.932
1667849020908,2022-11-07T20.23.40.908,12.428,-0.349,-0.279,0.861
1667849020928,2022-11-07T20.23.40.928,12.448,-0.364,-0.324,0.821
1667849020947,2022-11-07T20.23.40.947,12.467,-0.344,-0.301,0.857
1667849020968,2022-11-07T20.23.40.968,12.488,-0.318,-0.254,0.914
1667849020987,2022-11-07T20.23.40.987,12.507,-0.370,-0.310,0.941
1667849021007,2022-11-07T20.23.41.007,12.527,-0.428,-0.329,0.950
1667849021028,2022-11-07T20.23.41.028,12.548,-0.412,-0.208,0.978
1667849021047,2022-11-07T20.23.41.047,12.567,-0.359,-0.178,1.044
1667849021067,2022-11-07T20.23.41.067,12.587,-0.394,-0.261,1.049
1667849021086,2022-11-07T20.23.41.086,12.606,-0.439,-0.316,1.028
1667849021107,2022-11-07T20.23.41.107,12.627,-0.427,-0.281,0.994
1667849021126,2022-11-07T20.23.41.126,12.646,-0.400,-0.212,0.956
1667849021146,2022-11-07T20.23.41.146,12.666,-0.396,-0.222,0.930
1667849021165,2022-11-07T20.23.41.165,12.685,-0.380,-0.260,0.946
1667849021186,2022-11-07T20.23.41.186,12.706,-0.327,-0.235,0.969
1667849021206,2022-11-07T20.23.41.206,12.726,-0.343,-0.172,0.965
1667849021225,2022-11-07T20.23.41.225,12.745,-0.351,-0.135,0.926
1667849021246,2022-11-07T20.23.41.246,12.766,-0.337,-0.145,0.925
1667849021265,2022-11-07T20.23.41.265,12.785,-0.291,-0.172,0.952
1667849021286,2022-11-07T20.23.41.286,12.806,-0.275,-0.174,0.979
1667849021305,2022-11-07T20.23.41.305,12.825,-0.303,-0.146,0.980
1667849021325,2022-11-07T20.23.41.325,12.845,-0.299,-0.145,0.943
1667849021344,2022-11-07T20.23.41.344,12.864,-0.294,-0.161,0.888
1667849021365,2022-11-07T20.23.41.365,12.885,-0.280,-0.199,0.911
1667849021384,2022-11-07T20.23.41.384,12.904,-0.295,-0.164,0.993
1667849021404,2022-11-07T20.23.41.404,12.924,-0.275,-0.097,1.042
1667849021425,2022-11-07T20.23.41.425,12.945,-0.272,-0.102,0.978
1667849021444,2022-11-07T20.23.41.444,12.964,-0.254,-0.172,0.901
1667849021464,2022-11-07T20.23.41.464,12.984,-0.220,-0.194,0.888
1667849021483,2022-11-07T20.23.41.483,13.003,-0.233,-0.212,0.933
1667849021504,2022-11-07T20.23.41.504,13.024,-0.286,-0.245,0.976
1667849021523,2022-11-07T20.23.41.523,13.043,-0.287,-0.215,0.960
1667849021543,2022-11-07T20.23.41.543,13.063,-0.276,-0.205,0.945
1667849021562,2022-11-07T20.23.41.562,13.082,-0.288,-0.178,0.949
1667849021583,2022-11-07T20.23.41.583,13.103,-0.289,-0.202,0.958
1667849021603,2022-11-07T20.23.41.603,13.123,-0.301,-0.247,0.972
1667849021622,2022-11-07T20.23.41.622,13.142,-0.308,-0.234,0.923
1667849021643,2022-11-07T20.23.41.643,13.163,-0.308,-0.198,0.825
1667849021662,2022-11-07T20.23.41.662,13.182,-0.313,-0.177,0.759
1667849021682,2022-11-07T20.23.41.682,13.202,-0.339,-0.244,0.792
1667849021702,2022-11-07T20.23.41.702,13.222,-0.363,-0.333,0.909
1667849021722,2022-11-07T20.23.41.722,13.242,-0.352,-0.308,0.999
1667849021741,2022-11-07T20.23.41.741,13.261,-0.329,-0.237,0.997
1667849021762,2022-11-07T20.23.41.762,13.282,-0.314,-0.156,0.938
1667849021782,2022-11-07T20.23.41.782,13.302,-0.308,-0.092,0.885
1667849021801,2022-11-07T20.23.41.801,13.321,-0.327,-0.112,0.819
1667849021822,2022-11-07T20.23.41.822,13.342,-0.323,-0.168,0.835
1667849021841,2022-11-07T20.23.41.841,13.361,-0.302,-0.151,0.948
1667849021861,2022-11-07T20.23.41.861,13.381,-0.310,-0.121,1.024
1667849021880,2022-11-07T20.23.41.880,13.400,-0.425,-0.189,1.036
1667849021901,2022-11-07T20.23.41.901,13.421,-0.500,-0.268,1.009
1667849021920,2022-11-07T20.23.41.920,13.440,-0.487,-0.304,1.042
1667849021940,2022-11-07T20.23.41.940,13.460,-0.476,-0.258,1.157
1667849021961,2022-11-07T20.23.41.961,13.481,-0.429,-0.208,1.222
1667849021980,2022-11-07T20.23.41.980,13.500,-0.447,-0.189,1.154
1667849022000,2022-11-07T20.23.42.000,13.520,-0.448,-0.232,1.057
1667849022019,2022-11-07T20.23.42.019,13.539,-0.401,-0.293,1.007
1667849022040,2022-11-07T20.23.42.040,13.560,-0.349,-0.320,0.948
1667849022059,2022-11-07T20.23.42.059,13.579,-0.298,-0.307,0.926
1667849022079,2022-11-07T20.23.42.079,13.599,-0.275,-0.192,0.930
1667849022098,2022-11-07T20.23.42.098,13.618,-0.271,-0.119,0.855
1667849022119,2022-11-07T20.23.42.119,13.639,-0.280,-0.161,0.773
1667849022138,2022-11-07T20.23.42.138,13.658,-0.214,-0.209,0.773
1667849022159,2022-11-07T20.23.42.159,13.679,-0.185,-0.165,0.836
1667849022179,2022-11-07T20.23.42.179,13.699,-0.207,-0.101,0.868
1667849022198,2022-11-07T20.23.42.198,13.718,-0.224,-0.135,0.917
1667849022219,2022-11-07T20.23.42.219,13.739,-0.263,-0.148,0.940
1667849022238,2022-11-07T20.23.42.238,13.758,-0.192,-0.135,0.990
1667849022258,2022-11-07T20.23.42.258,13.778,-0.172,-0.149,1.005
1667849022277,2022-11-07T20.23.42.277,13.797,-0.217,-0.181,0.953
1667849022298,2022-11-07T20.23.42.298,13.818,-0.235,-0.220,0.867
1667849022317,2022-11-07T20.23.42.317,13.837,-0.230,-0.241,0.838
1667849022337,2022-11-07T20.23.42.337,13.857,-0.224,-0.243,0.837
1667849022358,2022-11-07T20.23.42.358,13.878,-0.208,-0.172,0.859
