epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667849031134,2022-11-07T20.23.51.134,22.654,1.829,-0.915,-4.146
1667849031153,2022-11-07T20.23.51.153,22.673,-0.061,3.902,-5.732
1667849031173,2022-11-07T20.23.51.173,22.693,2.500,0.854,-0.305
1667849031192,2022-11-07T20.23.51.192,22.712,24.207,-16.463,-2.927
1667849031213,2022-11-07T20.23.51.213,22.733,13.537,-12.256,-1.463
1667849031232,2022-11-07T20.23.51.232,22.752,-7.134,6.890,0.671
1667849031252,2022-11-07T20.23.51.252,22.772,1.037,-0.488,0.244
1667849031273,2022-11-07T20.23.51.273,22.793,0.183,0.122,0.305
1667849031292,2022-11-07T20.23.51.292,22.812,-0.244,0.488,0.366
1667849031312,2022-11-07T20.23.51.312,22.832,-0.183,0.366,0.305
1667849031331,2022-11-07T20.23.51.331,22.851,-0.122,0.366,0.366
1667849031352,2022-11-07T20.23.51.352,22.872,-0.183,0.305,0.366
1667849031371,2022-11-07T20.23.51.371,22.891,-0.183,0.305,0.305
1667849031391,2022-11-07T20.23.51.391,22.911,-0.183,0.305,0.305
1667849031411,2022-11-07T20.23.51.411,22.931,-0.183,0.305,0.305
1667849031431,2022-11-07T20.23.51.431,22.951,-0.183,0.305,0.305
1667849031450,2022-11-07T20.23.51.450,22.970,-0.244,0.366,0.305
1667849031471,2022-11-07T20.23.51.471,22.991,-0.183,0.366,0.366
1667849031491,2022-11-07T20.23.51.491,23.011,-0.244,0.305,0.305
1667849031510,2022-11-07T20.23.51.510,23.030,-0.305,0.244,0.305
1667849031531,2022-11-07T20.23.51.531,23.051,-0.305,0.244,0.366
1667849031550,2022-11-07T20.23.51.550,23.070,-0.244,0.305,0.366
1667849031570,2022-11-07T20.23.51.570,23.090,-0.244,0.305,0.427
1667849031589,2022-11-07T20.23.51.589,23.109,-0.244,0.305,0.305
1667849031610,2022-11-07T20.23.51.610,23.130,-0.183,0.305,0.366
1667849031629,2022-11-07T20.23.51.629,23.149,-0.122,0.244,0.366
1667849031649,2022-11-07T20.23.51.649,23.169,-0.122,0.244,0.305
1667849031670,2022-11-07T20.23.51.670,23.190,-0.244,0.305,0.366
1667849031689,2022-11-07T20.23.51.689,23.209,-0.244,0.305,0.305
1667849031709,2022-11-07T20.23.51.709,23.229,-0.183,0.305,0.366
1667849031728,2022-11-07T20.23.51.728,23.248,-0.244,0.305,0.427
1667849031749,2022-11-07T20.23.51.749,23.269,-0.183,0.366,0.366
1667849031768,2022-11-07T20.23.51.768,23.288,-0.183,0.244,0.366
1667849031788,2022-11-07T20.23.51.788,23.308,-0.183,0.305,0.366
1667849031807,2022-11-07T20.23.51.807,23.327,-0.183,0.305,0.305
1667849031828,2022-11-07T20.23.51.828,23.348,-0.305,0.244,0.366
1667849031848,2022-11-07T20.23.51.848,23.368,-0.305,0.305,0.366
1667849031868,2022-11-07T20.23.51.868,23.388,-0.244,0.305,0.305
1667849031888,2022-11-07T20.23.51.888,23.408,-0.183,0.305,0.366
1667849031907,2022-11-07T20.23.51.907,23.427,-0.244,0.305,0.366
1667849031928,2022-11-07T20.23.51.928,23.448,-0.244,0.305,0.305
1667849031947,2022-11-07T20.23.51.947,23.467,-0.244,0.366,0.305
1667849031967,2022-11-07T20.23.51.967,23.487,-0.183,0.366,0.366
1667849031986,2022-11-07T20.23.51.986,23.506,-0.183,0.305,0.366
1667849032007,2022-11-07T20.23.52.007,23.527,-0.244,0.305,0.366
1667849032027,2022-11-07T20.23.52.027,23.547,-0.244,0.305,0.366
1667849032046,2022-11-07T20.23.52.046,23.566,-0.183,0.305,0.305
1667849032067,2022-11-07T20.23.52.067,23.587,-0.244,0.305,0.305
1667849032086,2022-11-07T20.23.52.086,23.606,-0.244,0.305,0.305
1667849032106,2022-11-07T20.23.52.106,23.626,-0.183,0.366,0.366
1667849032125,2022-11-07T20.23.52.125,23.645,-0.244,0.305,0.366
1667849032146,2022-11-07T20.23.52.146,23.666,-0.305,0.305,0.366
1667849032165,2022-11-07T20.23.52.165,23.685,-0.122,0.305,0.427
1667849032185,2022-11-07T20.23.52.185,23.705,-0.244,0.305,0.366
1667849032206,2022-11-07T20.23.52.206,23.726,-0.183,0.244,0.305
1667849032225,2022-11-07T20.23.52.225,23.745,-0.183,0.305,0.366
1667849032245,2022-11-07T20.23.52.245,23.765,-0.244,0.305,0.366
1667849032265,2022-11-07T20.23.52.265,23.785,-0.244,0.305,0.366
1667849032285,2022-11-07T20.23.52.285,23.805,-0.244,0.244,0.366
1667849032304,2022-11-07T20.23.52.304,23.824,-0.244,0.305,0.366
1667849032325,2022-11-07T20.23.52.325,23.845,-0.244,0.244,0.305
1667849032344,2022-11-07T20.23.52.344,23.864,-0.122,0.305,0.305
1667849032364,2022-11-07T20.23.52.364,23.884,-0.244,0.366,0.366
1667849032385,2022-11-07T20.23.52.385,23.905,-0.244,0.244,0.366
1667849032404,2022-11-07T20.23.52.404,23.924,-0.305,0.305,0.366
1667849032424,2022-11-07T20.23.52.424,23.944,-0.244,0.305,0.427
1667849032443,2022-11-07T20.23.52.443,23.963,-0.244,0.305,0.305
1667849032464,2022-11-07T20.23.52.464,23.984,-0.244,0.366,0.305
1667849032483,2022-11-07T20.23.52.483,24.003,-0.244,0.305,0.305
1667849032503,2022-11-07T20.23.52.503,24.023,-0.183,0.244,0.366
1667849032522,2022-11-07T20.23.52.522,24.042,-0.183,0.305,0.366
1667849032543,2022-11-07T20.23.52.543,24.063,-0.122,0.244,0.366
1667849032563,2022-11-07T20.23.52.563,24.083,-0.183,0.183,0.305
1667849032582,2022-11-07T20.23.52.582,24.102,-0.244,0.305,0.366
1667849032603,2022-11-07T20.23.52.603,24.123,-0.244,0.305,0.427
1667849032622,2022-11-07T20.23.52.622,24.142,-0.244,0.244,0.366
1667849032642,2022-11-07T20.23.52.642,24.162,-0.244,0.305,0.427
1667849032661,2022-11-07T20.23.52.661,24.181,-0.244,0.244,0.366
1667849032682,2022-11-07T20.23.52.682,24.202,-0.244,0.305,0.366
1667849032701,2022-11-07T20.23.52.701,24.221,-0.183,0.305,0.366
1667849032722,2022-11-07T20.23.52.722,24.242,-0.244,0.244,0.244
1667849032741,2022-11-07T20.23.52.741,24.261,-0.244,0.244,0.305
1667849032761,2022-11-07T20.23.52.761,24.281,-0.305,0.244,0.305
1667849032782,2022-11-07T20.23.52.782,24.302,-0.305,0.305,0.366
1667849032801,2022-11-07T20.23.52.801,24.321,-0.183,0.305,0.366
1667849032821,2022-11-07T20.23.52.821,24.341,-0.305,0.366,0.305
1667849032840,2022-11-07T20.23.52.840,24.360,-0.305,0.305,0.366
1667849032861,2022-11-07T20.23.52.861,24.381,-0.244,0.305,0.366
1667849032880,2022-11-07T20.23.52.880,24.400,-0.305,0.305,0.305
1667849032900,2022-11-07T20.23.52.900,24.420,-0.244,0.305,0.305
1667849032919,2022-11-07T20.23.52.919,24.439,-0.183,0.305,0.366
1667849032940,2022-11-07T20.23.52.940,24.460,-0.122,0.366,0.366
1667849032960,2022-11-07T20.23.52.960,24.480,-0.122,0.366,0.366
1667849032979,2022-11-07T20.23.52.979,24.499,-0.244,0.305,0.366
1667849033000,2022-11-07T20.23.53.000,24.520,-0.183,0.305,0.305
1667849033019,2022-11-07T20.23.53.019,24.539,-0.183,0.305,0.366
1667849033039,2022-11-07T20.23.53.039,24.559,-0.244,0.305,0.305
1667849033058,2022-11-07T20.23.53.058,24.578,-0.244,0.305,0.366
1667849033079,2022-11-07T20.23.53.079,24.599,-0.305,0.366,0.305
1667849033098,2022-11-07T20.23.53.098,24.618,-0.244,0.366,0.366
1667849033119,2022-11-07T20.23.53.119,24.639,-0.183,0.305,0.366
1667849033139,2022-11-07T20.23.53.139,24.659,-0.305,0.244,0.305
1667849033158,2022-11-07T20.23.53.158,24.678,-0.305,0.244,0.305
1667849033179,2022-11-07T20.23.53.179,24.699,-0.244,0.366,0.305
1667849033198,2022-11-07T20.23.53.198,24.718,-0.244,0.366,0.305
1667849033218,2022-11-07T20.23.53.218,24.738,-0.305,0.366,0.305
1667849033237,2022-11-07T20.23.53.237,24.757,-0.305,0.305,0.366
1667849033258,2022-11-07T20.23.53.258,24.778,-0.183,0.244,0.366
1667849033277,2022-11-07T20.23.53.277,24.797,-0.244,0.366,0.305
1667849033297,2022-11-07T20.23.53.297,24.817,-0.305,0.366,0.366
1667849033316,2022-11-07T20.23.53.316,24.836,-0.244,0.305,0.366
1667849033337,2022-11-07T20.23.53.337,24.857,-0.244,0.305,0.366
1667849033357,2022-11-07T20.23.53.357,24.877,-0.305,0.427,0.366
1667849033376,2022-11-07T20.23.53.376,24.896,-0.244,0.305,0.366
1667849033397,2022-11-07T20.23.53.397,24.917,-0.244,0.305,0.305
1667849033416,2022-11-07T20.23.53.416,24.936,-0.244,0.305,0.305
1667849033436,2022-11-07T20.23.53.436,24.956,-0.244,0.305,0.366
1667849033455,2022-11-07T20.23.53.455,24.975,-0.244,0.305,0.305
1667849033476,2022-11-07T20.23.53.476,24.996,-0.244,0.244,0.305
1667849033495,2022-11-07T20.23.53.495,25.015,-0.305,0.305,0.305
1667849033515,2022-11-07T20.23.53.515,25.035,-0.305,0.244,0.366
1667849033536,2022-11-07T20.23.53.536,25.056,-0.244,0.244,0.366
1667849033555,2022-11-07T20.23.53.555,25.075,-0.244,0.305,0.305
1667849033576,2022-11-07T20.23.53.576,25.096,-0.244,0.305,0.427
1667849033595,2022-11-07T20.23.53.595,25.115,-0.244,0.305,0.366
1667849033615,2022-11-07T20.23.53.615,25.135,-0.122,0.244,0.305
1667849033634,2022-11-07T20.23.53.634,25.154,-0.244,0.305,0.305
1667849033655,2022-11-07T20.23.53.655,25.175,-0.183,0.366,0.305
1667849033674,2022-11-07T20.23.53.674,25.194,-0.183,0.305,0.366
1667849033694,2022-11-07T20.23.53.694,25.214,-0.183,0.305,0.366
1667849033715,2022-11-07T20.23.53.715,25.235,-0.122,0.244,0.366
1667849033734,2022-11-07T20.23.53.734,25.254,-0.183,0.305,0.366
1667849033754,2022-11-07T20.23.53.754,25.274,-0.183,0.305,0.366
1667849033773,2022-11-07T20.23.53.773,25.293,-0.244,0.366,0.427
1667849033794,2022-11-07T20.23.53.794,25.314,-0.244,0.305,0.427
1667849033813,2022-11-07T20.23.53.813,25.333,-0.305,0.244,0.366
1667849033833,2022-11-07T20.23.53.833,25.353,-0.305,0.305,0.366
1667849033852,2022-11-07T20.23.53.852,25.372,-0.183,0.305,0.305
1667849033873,2022-11-07T20.23.53.873,25.393,-0.244,0.305,0.366
1667849033893,2022-11-07T20.23.53.893,25.413,-0.244,0.305,0.366
1667849033912,2022-11-07T20.23.53.912,25.432,-0.183,0.305,0.305
1667849033933,2022-11-07T20.23.53.933,25.453,-0.244,0.305,0.305
1667849033952,2022-11-07T20.23.53.952,25.472,-0.305,0.305,0.305
1667849033973,2022-11-07T20.23.53.973,25.493,-0.305,0.244,0.366
1667849033992,2022-11-07T20.23.53.992,25.512,-0.244,0.305,0.366
1667849034012,2022-11-07T20.23.54.012,25.532,-0.244,0.244,0.366
1667849034031,2022-11-07T20.23.54.031,25.551,-0.183,0.305,0.305
1667849034052,2022-11-07T20.23.54.052,25.572,-0.305,0.244,0.305
1667849034071,2022-11-07T20.23.54.071,25.591,-0.244,0.244,0.366
1667849034091,2022-11-07T20.23.54.091,25.611,-0.244,0.244,0.366
1667849034112,2022-11-07T20.23.54.112,25.632,-0.183,0.305,0.305
1667849034131,2022-11-07T20.23.54.131,25.651,-0.183,0.305,0.366
1667849034151,2022-11-07T20.23.54.151,25.671,-0.244,0.244,0.305
1667849034170,2022-11-07T20.23.54.170,25.690,-0.305,0.305,0.366
1667849034191,2022-11-07T20.23.54.191,25.711,-0.244,0.244,0.305
1667849034210,2022-11-07T20.23.54.210,25.730,-0.183,0.305,0.305
1667849034230,2022-11-07T20.23.54.230,25.750,-0.183,0.305,0.366
1667849034249,2022-11-07T20.23.54.249,25.769,-0.244,0.305,0.366
1667849034270,2022-11-07T20.23.54.270,25.790,-0.183,0.305,0.366
1667849034290,2022-11-07T20.23.54.290,25.810,-0.183,0.305,0.305
1667849034309,2022-11-07T20.23.54.309,25.829,-0.244,0.305,0.305
1667849034330,2022-11-07T20.23.54.330,25.850,-0.305,0.305,0.305
1667849034349,2022-11-07T20.23.54.349,25.869,-0.305,0.305,0.427
1667849034369,2022-11-07T20.23.54.369,25.889,-0.244,0.305,0.366
1667849034389,2022-11-07T20.23.54.389,25.909,-0.183,0.244,0.366
1667849034409,2022-11-07T20.23.54.409,25.929,-0.183,0.244,0.305
1667849034428,2022-11-07T20.23.54.428,25.948,-0.305,0.305,0.366
1667849034449,2022-11-07T20.23.54.449,25.969,-0.305,0.305,0.366
1667849034469,2022-11-07T20.23.54.469,25.989,-0.305,0.305,0.366
1667849034488,2022-11-07T20.23.54.488,26.008,-0.305,0.305,0.305
1667849034509,2022-11-07T20.23.54.509,26.029,-0.366,0.244,0.366
1667849034528,2022-11-07T20.23.54.528,26.048,-0.244,0.305,0.427
1667849034548,2022-11-07T20.23.54.548,26.068,-0.244,0.305,0.366
1667849034567,2022-11-07T20.23.54.567,26.087,-0.244,0.305,0.305
1667849034588,2022-11-07T20.23.54.588,26.108,-0.244,0.305,0.366
1667849034607,2022-11-07T20.23.54.607,26.127,-0.244,0.244,0.366
1667849034627,2022-11-07T20.23.54.627,26.147,-0.122,0.305,0.305
1667849034648,2022-11-07T20.23.54.648,26.168,-0.183,0.244,0.305
1667849034667,2022-11-07T20.23.54.667,26.187,-0.305,0.244,0.366
1667849034687,2022-11-07T20.23.54.687,26.207,-0.305,0.305,0.366
1667849034706,2022-11-07T20.23.54.706,26.226,-0.244,0.244,0.366
1667849034727,2022-11-07T20.23.54.727,26.247,-0.305,0.305,0.305
1667849034746,2022-11-07T20.23.54.746,26.266,-0.305,0.305,0.366
1667849034766,2022-11-07T20.23.54.766,26.286,-0.305,0.244,0.366
1667849034786,2022-11-07T20.23.54.786,26.306,-0.244,0.244,0.366
1667849034806,2022-11-07T20.23.54.806,26.326,-0.244,0.305,0.366
1667849034827,2022-11-07T20.23.54.827,26.347,-0.305,0.366,0.366
1667849034846,2022-11-07T20.23.54.846,26.366,-0.183,0.305,0.305
1667849034866,2022-11-07T20.23.54.866,26.386,-0.244,0.305,0.366
1667849034885,2022-11-07T20.23.54.885,26.405,-0.244,0.244,0.366
1667849034906,2022-11-07T20.23.54.906,26.426,-0.244,0.305,0.366
1667849034925,2022-11-07T20.23.54.925,26.445,-0.244,0.244,0.366
1667849034945,2022-11-07T20.23.54.945,26.465,-0.305,0.244,0.366
1667849034964,2022-11-07T20.23.54.964,26.484,-0.305,0.244,0.366
1667849034985,2022-11-07T20.23.54.985,26.505,-0.244,0.244,0.366
1667849035005,2022-11-07T20.23.55.005,26.525,-0.305,0.244,0.305
1667849035024,2022-11-07T20.23.55.024,26.544,-0.305,0.244,0.366
1667849035045,2022-11-07T20.23.55.045,26.565,-0.244,0.244,0.305
1667849035064,2022-11-07T20.23.55.064,26.584,-0.244,0.305,0.366
1667849035084,2022-11-07T20.23.55.084,26.604,-0.305,0.305,0.305
1667849035103,2022-11-07T20.23.55.103,26.623,-0.244,0.305,0.366
1667849035124,2022-11-07T20.23.55.124,26.644,-0.183,0.305,0.366
1667849035143,2022-11-07T20.23.55.143,26.663,-0.183,0.244,0.366
1667849035163,2022-11-07T20.23.55.163,26.683,-0.305,0.305,0.427
1667849035184,2022-11-07T20.23.55.184,26.704,-0.244,0.244,0.366
1667849035203,2022-11-07T20.23.55.203,26.723,-0.244,0.244,0.305
1667849035223,2022-11-07T20.23.55.223,26.743,-0.305,0.244,0.366
1667849035243,2022-11-07T20.23.55.243,26.763,-0.244,0.305,0.427
1667849035263,2022-11-07T20.23.55.263,26.783,-0.244,0.305,0.366
1667849035282,2022-11-07T20.23.55.282,26.802,-0.305,0.244,0.366
1667849035303,2022-11-07T20.23.55.303,26.823,-0.183,0.305,0.305
1667849035322,2022-11-07T20.23.55.322,26.842,-0.122,0.305,0.305
1667849035342,2022-11-07T20.23.55.342,26.862,-0.244,0.244,0.366
1667849035363,2022-11-07T20.23.55.363,26.883,-0.244,0.244,0.427
1667849035382,2022-11-07T20.23.55.382,26.902,-0.305,0.305,0.366
1667849035402,2022-11-07T20.23.55.402,26.922,-0.305,0.244,0.366
1667849035421,2022-11-07T20.23.55.421,26.941,-0.183,0.305,0.366
1667849035442,2022-11-07T20.23.55.442,26.962,-0.244,0.305,0.366
1667849035461,2022-11-07T20.23.55.461,26.981,-0.244,0.305,0.366
1667849035481,2022-11-07T20.23.55.481,27.001,-0.244,0.305,0.305
1667849035500,2022-11-07T20.23.55.500,27.020,-0.244,0.244,0.305
1667849035521,2022-11-07T20.23.55.521,27.041,-0.244,0.366,0.305
1667849035541,2022-11-07T20.23.55.541,27.061,-0.244,0.305,0.366
1667849035560,2022-11-07T20.23.55.560,27.080,-0.244,0.244,0.427
1667849035581,2022-11-07T20.23.55.581,27.101,-0.305,0.366,0.366
1667849035600,2022-11-07T20.23.55.600,27.120,-0.305,0.305,0.305
1667849035620,2022-11-07T20.23.55.620,27.140,-0.183,0.244,0.305
1667849035640,2022-11-07T20.23.55.640,27.160,-0.183,0.244,0.366
1667849035660,2022-11-07T20.23.55.660,27.180,-0.183,0.244,0.305
1667849035679,2022-11-07T20.23.55.679,27.199,-0.244,0.244,0.366
1667849035700,2022-11-07T20.23.55.700,27.220,-0.183,0.244,0.305
1667849035720,2022-11-07T20.23.55.720,27.240,-0.183,0.244,0.366
1667849035739,2022-11-07T20.23.55.739,27.259,-0.244,0.244,0.366
1667849035760,2022-11-07T20.23.55.760,27.280,-0.305,0.244,0.366
1667849035779,2022-11-07T20.23.55.779,27.299,-0.366,0.305,0.366
1667849035799,2022-11-07T20.23.55.799,27.319,-0.244,0.366,0.305
1667849035818,2022-11-07T20.23.55.818,27.338,-0.305,0.244,0.305
1667849035839,2022-11-07T20.23.55.839,27.359,-0.244,0.305,0.305
1667849035858,2022-11-07T20.23.55.858,27.378,-0.305,0.183,0.305
1667849035878,2022-11-07T20.23.55.878,27.398,-0.244,0.244,0.305
1667849035897,2022-11-07T20.23.55.897,27.417,-0.183,0.305,0.305
1667849035918,2022-11-07T20.23.55.918,27.438,-0.183,0.244,0.305
1667849035938,2022-11-07T20.23.55.938,27.458,-0.183,0.305,0.366
1667849035957,2022-11-07T20.23.55.957,27.477,-0.244,0.366,0.427
1667849035978,2022-11-07T20.23.55.978,27.498,-0.244,0.366,0.427
1667849035997,2022-11-07T20.23.55.997,27.517,-0.244,0.244,0.305
1667849036017,2022-11-07T20.23.56.017,27.537,-0.244,0.244,0.366
1667849036036,2022-11-07T20.23.56.036,27.556,-0.244,0.305,0.366
1667849036057,2022-11-07T20.23.56.057,27.577,-0.244,0.305,0.366
1667849036076,2022-11-07T20.23.56.076,27.596,-0.305,0.366,0.305
1667849036097,2022-11-07T20.23.56.097,27.617,-0.244,0.305,0.366
1667849036117,2022-11-07T20.23.56.117,27.637,-0.244,0.305,0.366
1667849036136,2022-11-07T20.23.56.136,27.656,-0.244,0.305,0.366
1667849036157,2022-11-07T20.23.56.157,27.677,-0.183,0.305,0.366
1667849036176,2022-11-07T20.23.56.176,27.696,-0.305,0.366,0.305
1667849036196,2022-11-07T20.23.56.196,27.716,-0.244,0.244,0.366
1667849036215,2022-11-07T20.23.56.215,27.735,-0.183,0.244,0.366
1667849036236,2022-11-07T20.23.56.236,27.756,-0.244,0.305,0.305
1667849036255,2022-11-07T20.23.56.255,27.775,-0.244,0.244,0.366
1667849036275,2022-11-07T20.23.56.275,27.795,-0.244,0.244,0.366
1667849036296,2022-11-07T20.23.56.296,27.816,-0.183,0.305,0.366
1667849036315,2022-11-07T20.23.56.315,27.835,-0.183,0.305,0.366
1667849036335,2022-11-07T20.23.56.335,27.855,-0.305,0.305,0.366
1667849036354,2022-11-07T20.23.56.354,27.874,-0.244,0.305,0.305
1667849036375,2022-11-07T20.23.56.375,27.895,-0.244,0.305,0.366
