"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.865638290E-1,2.339613914E0,3.567453027E-1,-1.019534111E0
7.885779570E-1,2.229047298E0,4.935791194E-1,-9.810495973E-1
7.905920840E-1,2.112982988E0,6.291912198E-1,-9.401215911E-1
7.925451780E-1,2.058005095E0,6.927211881E-1,-9.211847782E-1
7.945593070E-1,1.955990553E0,8.106181622E-1,-8.845328689E-1
7.965429170E-1,1.857641220E0,9.187413454E-1,-8.503243923E-1
7.985570450E-1,1.773952723E0,1.004873276E0,-8.234463334E-1
8.005406560E-1,1.736078978E0,1.041525245E0,-8.112290502E-1
8.025547840E-1,1.670105577E0,1.102611780E0,-7.892379165E-1
8.045383950E-1,1.610851645E0,1.137431145E0,-7.709119320E-1
8.065525230E-1,1.584584475E0,1.141707182E0,-7.641924024E-1
8.085361330E-1,1.535715222E0,1.125213742E0,-7.519751191E-1
8.105807780E-1,1.496008992E0,1.087950945E0,-7.397578359E-1
8.125338720E-1,1.482569933E0,1.058629513E0,-7.348709106E-1
8.145480000E-1,1.459967971E0,9.926560521E-1,-7.171558142E-1
8.165316110E-1,1.452026725E0,9.065240026E-1,-6.927211881E-1
8.185457390E-1,1.450804949E0,8.521569967E-1,-6.786713004E-1
8.205598670E-1,1.452026725E0,7.244861722E-1,-6.432411075E-1
8.225434780E-1,1.455080986E0,5.558874011E-1,-6.035348773E-1
8.245270880E-1,1.461189628E0,4.587597847E-1,-5.839871764E-1
8.265412160E-1,1.470352650E0,2.388483137E-1,-5.455026627E-1
8.285248270E-1,1.487456918E0,1.221730490E-3,-5.051855445E-1
8.305694730E-1,1.499674201E0,-2.455678284E-1,-4.801400900E-1
8.325225660E-1,1.507004619E0,-3.665191531E-1,-4.734205604E-1
8.345366940E-1,1.525941372E0,-5.925393105E-1,-4.679227769E-1
8.365508220E-1,1.541213036E0,-7.837401032E-1,-4.709770977E-1
8.385344330E-1,1.548543453E0,-8.698720932E-1,-4.746423066E-1
8.405485610E-1,1.556484699E0,-1.024420977E0,-4.899139404E-1
8.425321710E-1,1.558928132E0,-1.155146122E0,-5.064072609E-1
8.445463000E-1,1.554041147E0,-1.216232657E0,-5.198463202E-1
8.465299100E-1,1.535715222E0,-1.329853654E0,-5.540547967E-1
8.485440380E-1,1.503950238E0,-1.426981211E0,-5.937610269E-1
8.505581660E-1,1.478293896E0,-1.470963478E0,-6.151412725E-1
8.525417770E-1,1.423316002E0,-1.536936998E0,-6.554583907E-1
8.545253880E-1,1.357342601E0,-1.583362699E0,-7.037167549E-1
8.565395160E-1,1.321912408E0,-1.602910399E0,-7.250970602E-1
8.585231260E-1,1.249219418E0,-1.625512362E0,-7.678576112E-1
8.605372550E-1,1.164309144E0,-1.637729764E0,-8.051204085E-1
8.625208650E-1,1.120326877E0,-1.640784025E0,-8.216137290E-1
8.645349930E-1,1.027475357E0,-1.645060062E0,-8.466592431E-1
8.665186040E-1,9.297369123E-1,-1.637729764E0,-8.674286604E-1
8.685327320E-1,8.301658630E-1,-1.629788518E0,-8.845328689E-1
8.705468600E-1,7.776314616E-1,-1.623068929E0,-8.906415105E-1
8.725304710E-1,6.774495840E-1,-1.598634362E0,-9.040805697E-1
8.745140810E-1,5.778785348E-1,-1.558317184E0,-9.144652486E-1
8.765282090E-1,5.271766782E-1,-1.536326051E0,-9.205739498E-1
8.785118200E-1,4.367686510E-1,-1.486845970E0,-9.327912331E-1
8.805259480E-1,3.536909819E-1,-1.423316002E0,-9.425650835E-1
8.825095590E-1,3.139847219E-1,-1.392772794E0,-9.474520087E-1
8.845236870E-1,2.461786866E-1,-1.318247199E0,-9.578366876E-1
8.865072980E-1,1.966986060E-1,-1.236391306E0,-9.651671052E-1
8.885214260E-1,1.789835095E-1,-1.191187263E0,-9.663888216E-1
8.905355540E-1,1.490511149E-1,-1.096503139E0,-9.731083512E-1
8.925191640E-1,1.441642046E-1,-1.003651619E0,-9.804387093E-1
8.945027750E-1,1.453859210E-1,-9.553932548E-1,-9.810495973E-1
8.965169030E-1,1.661553532E-1,-8.741481900E-1,-9.902125597E-1
8.985005140E-1,1.991420686E-1,-7.984008789E-1,-9.969320893E-1
9.005451590E-1,2.492330223E-1,-7.293730974E-1,-9.993755221E-1
9.025287700E-1,2.748893499E-1,-7.012733221E-1,-1.001819015E0
9.045123810E-1,3.335324228E-1,-6.450737119E-1,-9.999864101E-1
9.065265090E-1,3.970624208E-1,-5.949827433E-1,-9.920451641E-1
9.085101190E-1,4.300491214E-1,-5.699372888E-1,-9.859365225E-1
9.105242470E-1,4.917465150E-1,-5.326744914E-1,-9.792169929E-1
9.125078580E-1,5.485569835E-1,-5.064072609E-1,-9.743300676E-1
9.145219860E-1,5.760459304E-1,-4.990769029E-1,-9.724974632E-1
9.165055970E-1,6.298020482E-1,-4.941899776E-1,-9.700540304E-1
9.185197250E-1,6.798930168E-1,-5.009095073E-1,-9.749409556E-1
9.205033360E-1,7.037167549E-1,-5.082398653E-1,-9.786061049E-1
9.225174640E-1,7.476990819E-1,-5.332853794E-1,-9.877691269E-1
9.245010740E-1,7.800748944E-1,-5.699372888E-1,-9.957103729E-1
9.265152020E-1,7.892379165E-1,-5.919284225E-1,-1.006095052E0
9.284988130E-1,8.051204085E-1,-6.352998614E-1,-1.028697014E0
9.305434580E-1,8.106181622E-1,-6.853908300E-1,-1.051909924E0
9.324965520E-1,8.118399382E-1,-7.073819637E-1,-1.060462117E0
9.345106800E-1,8.026769161E-1,-7.452555895E-1,-1.070235968E0
9.364942900E-1,7.861835957E-1,-7.605272532E-1,-1.066570759E0
9.385084190E-1,7.586946487E-1,-7.385360599E-1,-1.049466491E0
9.405225470E-1,7.403686643E-1,-7.318165898E-1,-1.045801282E0
9.425061570E-1,6.994407177E-1,-7.012733221E-1,-1.032362223E0
9.444897680E-1,6.499606371E-1,-6.713408828E-1,-1.014036298E0
9.465038960E-1,6.255260110E-1,-6.530149579E-1,-9.963212013E-1
9.484875070E-1,5.723807216E-1,-6.169738770E-1,-9.615018964E-1
9.505321520E-1,5.149593949E-1,-5.839871764E-1,-9.156870246E-1
9.524852450E-1,4.844161272E-1,-5.729916096E-1,-8.936958313E-1
9.544993740E-1,4.440990388E-1,-5.931501389E-1,-8.448266387E-1
9.564829840E-1,4.276056588E-1,-7.513642311E-1,-8.051204085E-1
9.584971120E-1,4.037819207E-1,-7.648032904E-1,-7.721336484E-1
9.604807230E-1,3.133738637E-1,-7.434229851E-1,-7.055493593E-1
9.624948510E-1,2.345722616E-1,-7.385360599E-1,-6.420193911E-1
9.644784620E-1,2.138028294E-1,-7.330383062E-1,-6.108652353E-1
9.664925900E-1,1.789835095E-1,-7.226535678E-1,-5.461135507E-1
9.684762000E-1,1.508837193E-1,-7.037167549E-1,-4.813618064E-1
9.705208460E-1,1.166752651E-1,-6.811147332E-1,-4.178318381E-1
9.724739390E-1,9.712757170E-2,-6.664539576E-1,-3.909537494E-1
9.744880670E-1,6.780604273E-2,-6.444628239E-1,-3.310889602E-1
9.765021950E-1,3.420845419E-2,-6.304129362E-1,-2.809980214E-1
9.784858060E-1,1.710422710E-2,-6.212499738E-1,-2.577851415E-1
9.804999340E-1,-1.038470957E-2,-6.145304441E-1,-2.168571651E-1
9.824835450E-1,-4.153883830E-2,-6.133087277E-1,-1.875356287E-1
9.844976730E-1,-5.681046844E-2,-6.163630486E-1,-1.771509200E-1
9.864812830E-1,-8.185594529E-2,-6.261368990E-1,-1.661553532E-1
9.884954120E-1,-1.014036313E-1,-6.426302195E-1,-1.649336219E-1
9.905095400E-1,-1.081231460E-1,-6.511823535E-1,-1.685988009E-1
9.924931500E-1,-1.197295859E-1,-6.750060916E-1,-1.899790913E-1
9.944767610E-1,-1.258382350E-1,-7.049384713E-1,-2.223549485E-1
9.964908890E-1,-1.270599663E-1,-7.232644558E-1,-2.406809032E-1
9.984745000E-1,-1.301143020E-1,-7.867944241E-1,-2.797762752E-1
1.000488628E0,-1.276708394E-1,-8.753699064E-1,-3.341432810E-1
1.002472238E0,-1.240056455E-1,-9.260717034E-1,-3.561344445E-1
1.004486367E0,-1.142318025E-1,-1.032973170E0,-4.031710625E-1
1.006469977E0,-9.285151958E-2,-1.139263630E0,-4.489859641E-1
1.008484105E0,-6.047565863E-2,-1.240667343E0,-4.886921942E-1
1.010498233E0,-4.520402849E-2,-1.288314819E0,-5.100724697E-1
1.012481844E0,6.108652451E-4,-1.378111959E0,-5.510004759E-1
1.014495972E0,5.070181563E-2,-1.443474531E0,-5.913175344E-1
1.016479583E0,7.757988572E-2,-1.469741821E0,-6.090326309E-1
1.018493711E0,1.331686229E-1,-1.518000126E0,-6.426302195E-1
1.020507839E0,1.887573600E-1,-1.563814998E0,-6.805039048E-1
1.022491450E0,2.150245607E-1,-1.583362699E0,-6.945537925E-1
1.024475060E0,2.590068579E-1,-1.618182063E0,-7.238753438E-1
1.026489188E0,2.950479090E-1,-1.649947047E0,-7.519751191E-1
1.028472799E0,3.090978265E-1,-1.658499122E0,-7.611380816E-1
1.030486927E0,3.255911767E-1,-1.682322860E0,-7.745771408E-1
1.032470538E0,3.286454976E-1,-1.691485882E0,-7.800748944E-1
1.034484666E0,3.255911767E-1,-1.690264106E0,-7.751879692E-1
1.036468276E0,3.097086847E-1,-1.669494748E0,-7.641924024E-1
1.038482405E0,2.816088796E-1,-1.623679876E0,-7.360926270E-1
1.040466015E0,2.590068579E-1,-1.594969153E0,-7.177666426E-1
1.042480143E0,2.095267773E-1,-1.507004619E0,-6.756169796E-1
1.044463754E0,1.484402567E-1,-1.400103092E0,-6.273586154E-1
1.046477882E0,7.757988572E-2,-1.268767118E0,-5.784893632E-1
1.048461493E0,3.909537569E-2,-1.197295904E0,-5.546656251E-1
1.050506137E0,-3.665191308E-2,-1.039692640E0,-5.131267905E-1
1.052459231E0,-1.117883399E-1,-8.759807348E-1,-4.709770977E-1
1.054473360E0,-1.490511149E-1,-7.904596329E-1,-4.538728893E-1
1.056456970E0,-2.144137025E-1,-6.151412725E-1,-4.074471295E-1
1.058471098E0,-2.657263875E-1,-4.453207552E-1,-3.610213697E-1
1.060485226E0,-2.883284092E-1,-3.579670191E-1,-3.384193480E-1
1.062468837E0,-3.164281845E-1,-1.869247705E-1,-2.864958048E-1
1.064482965E0,-3.237585723E-1,-2.138028294E-2,-2.309070677E-1
1.066466576E0,-3.213151097E-1,5.803219974E-2,-2.052507252E-1
1.068450186E0,-2.987131178E-1,2.058615834E-1,-1.496619880E-1
1.070494831E0,-2.577851415E-1,3.341432810E-1,-9.896016866E-2
1.072447925E0,-2.302961946E-1,3.872885704E-1,-7.696902007E-2
1.074462053E0,-1.649336219E-1,4.758640230E-1,-2.687807009E-2
1.076476181E0,-8.674286306E-2,5.369505286E-1,1.343903504E-2
1.078459792E0,-4.520402849E-2,5.534439087E-1,3.237585723E-2
1.080473920E0,5.375614017E-2,5.723807216E-1,7.024950534E-2
1.082457531E0,1.588249654E-1,5.626068711E-1,1.105666086E-1
1.084471659E0,2.663372457E-1,5.302310586E-1,1.459967941E-1
1.086455269E0,3.213151097E-1,5.009095073E-1,1.582140923E-1
1.088469398E0,4.282165468E-1,4.331034720E-1,1.673770845E-1
1.090483526E0,5.241223574E-1,3.481931984E-1,1.600466967E-1
1.092467136E0,5.699372888E-1,3.054326177E-1,1.447750628E-1
1.094450747E0,6.572909951E-1,2.107485086E-1,1.075122803E-1
1.096464875E0,7.367035151E-1,1.075122803E-1,5.436700583E-2
1.098448486E0,7.709119320E-1,5.314527452E-2,2.565634064E-2
1.100462614E0,8.362745047E-1,-6.902777404E-2,-3.359758854E-2
1.102446224E0,8.894197941E-1,-1.936442852E-1,-9.468411654E-2
1.104460352E0,9.114109278E-1,-2.620611787E-1,-1.227839142E-1
1.106443963E0,9.486737251E-1,-3.903428912E-1,-1.734857261E-1
1.108458091E0,9.767735004E-1,-5.253441334E-1,-2.150245607E-1
1.110472219E0,9.822713137E-1,-5.907067060E-1,-2.339613885E-1
1.112455830E0,9.828822017E-1,-7.134906054E-1,-2.608394623E-1
1.114439441E0,9.682214260E-1,-8.252789378E-1,-2.809980214E-1
1.116453569E0,9.340129495E-1,-9.169087410E-1,-2.883284092E-1
1.118437179E0,9.132435322E-1,-9.590584636E-1,-2.877175212E-1
1.120451307E0,8.552113175E-1,-1.025031924E0,-2.767219543E-1
1.122434918E0,7.867944241E-1,-1.072068453E0,-2.535090744E-1
1.124449046E0,7.464773059E-1,-1.085507512E0,-2.400700450E-1
1.126432657E0,6.511823535E-1,-1.091616154E0,-2.028072625E-1
1.128446785E0,5.418374538E-1,-1.072068453E0,-1.637118906E-1
1.130460913E0,4.831944108E-1,-1.053742528E0,-1.435533315E-1
1.132444524E0,3.530801237E-1,-9.896016717E-1,-1.001819000E-1
1.134428134E0,2.180788964E-1,-9.010262489E-1,-5.986479297E-2
1.136442262E0,1.496619880E-1,-8.478809595E-1,-4.398229718E-2
1.138425873E0,6.108652335E-3,-7.263187766E-1,-1.466076635E-2
1.140470519E0,-1.386664063E-1,-5.864306092E-1,9.773843922E-3
1.142423612E0,-2.076941878E-1,-5.112941861E-1,1.954768784E-2
1.144437740E0,-3.457497358E-1,-3.616322279E-1,4.153883830E-2
1.146421350E0,-4.776966274E-1,-2.089159191E-1,6.230825558E-2
1.148435479E0,-5.375614166E-1,-1.368338168E-1,6.963863969E-2
1.150449607E0,-6.438519955E-1,6.108652451E-4,8.735372871E-2
1.152433217E0,-7.324274182E-1,1.203404516E-1,9.896016866E-2
1.154416828E0,-8.002334833E-1,2.345722616E-1,1.020144969E-1
1.156430956E0,-8.265006542E-1,2.828305960E-1,1.123992056E-1
1.158414567E0,-8.527678847E-1,3.756821156E-1,1.288925707E-1
1.160428695E0,-8.527678847E-1,4.495968223E-1,1.411098689E-1
1.162442823E0,-8.448266387E-1,4.801400900E-1,1.502728462E-1
1.164426433E0,-8.081747293E-1,5.259549618E-1,1.679879427E-1
1.166440562E0,-7.574729323E-1,5.491678715E-1,1.863138974E-1
1.168424172E0,-7.257078886E-1,5.522221923E-1,1.948660165E-1
1.170438300E0,-6.591235995E-1,5.473352671E-1,2.040289938E-1
1.172421911E0,-5.852088928E-1,5.320636034E-1,2.058615834E-1
1.174436039E0,-5.485569835E-1,5.186246037E-1,2.021963894E-1
1.176419650E0,-4.691445231E-1,4.905247986E-1,1.954768747E-1
1.178433778E0,-3.848451078E-1,4.544837475E-1,1.802052408E-1
1.180447906E0,-3.396410644E-1,4.367686510E-1,1.704314053E-1
1.182431517E0,-2.492330223E-1,4.092797041E-1,1.459967941E-1
1.184415127E0,-1.606575549E-1,3.848451078E-1,1.105666086E-1
1.186429255E0,-8.124507964E-2,3.597996235E-1,6.047565863E-2
1.188443383E0,-4.214970022E-2,3.439171314E-1,2.809980139E-2
1.190426994E0,2.932153270E-2,3.182607889E-1,-4.276056588E-2
1.192410605E0,8.918632567E-2,2.858849466E-1,-1.240056455E-1
1.194424733E0,1.123992056E-1,2.669481039E-1,-1.624901593E-1
1.196408343E0,1.539380401E-1,2.205223590E-1,-2.412917763E-1
1.198422472E0,1.814269722E-1,1.612684280E-1,-3.139847219E-1
1.200406082E0,1.942551434E-1,1.258382350E-1,-3.475823104E-1
1.202420210E0,2.070833147E-1,5.070181563E-2,-4.043927789E-1
1.204403821E0,2.070833147E-1,-3.665191308E-2,-4.477642179E-1
1.206417949E0,2.040289938E-1,-7.941248268E-2,-4.618141353E-1
1.208401560E0,1.960877478E-1,-1.661553532E-1,-4.850270152E-1
1.210415688E0,1.777617931E-1,-2.425135076E-1,-4.966334403E-1
1.212399298E0,1.704314053E-1,-2.785545588E-1,-4.978551865E-1
1.214413426E0,1.453859210E-1,-3.378084898E-1,-5.002986193E-1
1.216397037E0,1.197295859E-1,-3.787364662E-1,-4.941899776E-1
1.218411165E0,1.050688252E-1,-3.897320330E-1,-4.893030524E-1
1.220425293E0,7.147123665E-2,-3.915646076E-1,-4.728097022E-1
1.222408904E0,3.909537569E-2,-3.671300113E-1,-4.514294267E-1
1.224392515E0,8.552113548E-3,-3.115412891E-1,-4.239404798E-1
1.226406643E0,-6.108652451E-4,-2.748893499E-1,-4.080579877E-1
1.228390253E0,-2.809980139E-2,-1.844813079E-1,-3.738495409E-1
1.230434899E0,-5.253441259E-2,-7.819075137E-2,-3.433062732E-1
1.232387992E0,-6.352998316E-2,-2.260201424E-2,-3.280346394E-1
1.234402120E0,-7.757988572E-2,8.979719132E-2,-3.005456924E-1
1.236385731E0,-9.468411654E-2,2.009746730E-1,-2.779437006E-1
1.238399859E0,-9.834930301E-2,2.577851415E-1,-2.693915665E-1
1.240383469E0,-1.087340117E-1,3.634648323E-1,-2.541199327E-1
1.242397598E0,-1.117883399E-1,4.612032473E-1,-2.400700450E-1
1.244381208E0,-1.099557430E-1,5.100724697E-1,-2.370157093E-1
1.246395336E0,-1.001819000E-1,5.931501389E-1,-2.235766798E-1
1.248378947E0,-8.674286306E-2,6.627888083E-1,-2.131919712E-1
1.250423593E0,-7.880161703E-2,6.902777553E-1,-2.083050460E-1
1.252376686E0,-5.742133409E-2,7.360926270E-1,-1.924225539E-1
1.254390814E0,-3.420845419E-2,7.629706860E-1,-1.765400618E-1
1.256374424E0,-2.321287990E-2,7.703011036E-1,-1.673770845E-1
1.258388553E0,1.221730490E-3,7.843509912E-1,-1.502728462E-1
1.260402681E0,2.199114859E-2,7.776314616E-1,-1.337794960E-1
1.262386291E0,3.726277873E-2,7.556403279E-1,-1.191187203E-1
1.264369903E0,3.787364438E-2,7.367035151E-1,-1.117883399E-1
1.266384030E0,3.909537569E-2,6.951646209E-1,-1.044579595E-1
1.268367642E0,3.543018550E-2,6.462954283E-1,-9.529497474E-2
1.270412286E0,3.115412779E-2,6.249151230E-1,-9.040805697E-2
1.272365380E0,2.626720630E-2,5.791002512E-1,-8.246681094E-2
1.274379507E0,2.199114859E-2,5.387831330E-1,-6.780604273E-2
1.276363119E0,2.138028294E-2,5.210680366E-1,-6.108652428E-2
1.278377246E0,2.504547499E-2,4.868595898E-1,-4.214970022E-2
1.280360858E0,3.359758854E-2,4.544837475E-1,-1.832595654E-2
1.282374985E0,3.909537569E-2,4.398229718E-1,-2.443460980E-3
1.284358597E0,5.375614017E-2,4.105014503E-1,2.871066704E-2
1.286372724E0,7.086037099E-2,3.866777122E-1,6.108652428E-2
1.288356335E0,8.002334833E-2,3.775147200E-1,7.574728876E-2
1.290400980E0,9.896016866E-2,3.579670191E-1,9.896016866E-2
1.292354074E0,1.142318025E-1,3.463605940E-1,1.142318025E-1
1.294368201E0,1.252273768E-1,3.463605940E-1,1.178969890E-1
1.296382329E0,1.295034289E-1,3.469714522E-1,1.172861308E-1
1.298365940E0,1.386664063E-1,3.518583775E-1,1.105666086E-1
1.300380068E0,1.478293836E-1,3.671300113E-1,9.957103431E-2
1.302363679E0,1.514945775E-1,3.726277947E-1,9.040805697E-2
1.304377807E0,1.521054506E-1,3.903428912E-1,7.208210230E-2
1.306361417E0,1.594358236E-1,4.074471295E-1,4.764748737E-2
1.308375546E0,1.631010175E-1,4.153883755E-1,3.237585723E-2
1.310389674E0,1.679879427E-1,4.257730842E-1,1.221730490E-3
1.312373284E0,1.771509200E-1,4.294382632E-1,-3.543018550E-2
1.314356895E0,1.838704348E-1,4.318817258E-1,-5.497787148E-2
1.316371023E0,1.979203373E-1,4.269948006E-1,-9.468411654E-2
1.318354634E0,2.107485086E-1,4.202753007E-1,-1.356120855E-1
1.320368762E0,2.223549485E-1,4.178318381E-1,-1.496619880E-1
1.322352373E0,2.406809032E-1,4.031710625E-1,-1.802052408E-1
1.324366500E0,2.651155293E-1,3.921754956E-1,-2.028072625E-1
1.326350112E0,2.779437006E-1,3.824016452E-1,-2.083050460E-1
1.328364239E0,3.097086847E-1,3.701843321E-1,-2.150245607E-1
1.330378367E0,3.469714522E-1,3.500257730E-1,-2.156354338E-1
1.332361978E0,3.854559660E-1,3.231477141E-1,-2.089159191E-1
1.334345589E0,4.019493461E-1,3.072652221E-1,-2.015855312E-1
1.336359717E0,4.422664344E-1,2.712241709E-1,-1.881465018E-1
1.338343328E0,4.795292318E-1,2.260201424E-1,-1.716531366E-1
1.340387973E0,4.948008358E-1,2.040289938E-1,-1.618792862E-1
1.342341067E0,5.247332454E-1,1.563815027E-1,-1.423316002E-1
1.344355194E0,5.467243791E-1,1.069014147E-1,-1.209513173E-1
1.346338806E0,5.558874011E-1,8.429940045E-2,-1.099557430E-1
1.348352933E0,5.681046844E-1,3.787364438E-2,-8.674286306E-2
1.350367061E0,5.729916096E-1,-6.108652335E-3,-6.414084882E-2
1.352350672E0,5.742133260E-1,-3.054326214E-2,-5.558873713E-2
1.354364800E0,5.693264008E-1,-7.269296050E-2,-3.909537569E-2
1.356348410E0,5.607742667E-1,-1.123992056E-1,-2.321287990E-2
1.358332022E0,5.558874011E-1,-1.331686229E-1,-2.015855350E-2
1.360346149E0,5.406157374E-1,-1.771509200E-1,-1.649336144E-2
1.362360277E0,5.253441334E-1,-2.186897546E-1,-1.832595654E-2
1.364343888E0,5.167919993E-1,-2.382374406E-1,-2.504547499E-2
1.366358016E0,4.966334403E-1,-2.779437006E-1,-3.665191308E-2
1.368341627E0,4.715879560E-1,-3.268128932E-1,-5.436700583E-2
1.370355755E0,4.465425014E-1,-3.683517575E-1,-7.452555746E-2
1.372339365E0,4.331034720E-1,-3.885102868E-1,-8.491026610E-2
1.374353493E0,3.958406746E-1,-4.227187634E-1,-1.087340117E-1
1.376337104E0,3.597996235E-1,-4.563163519E-1,-1.307251602E-1
1.378351232E0,3.390302062E-1,-4.691445231E-1,-1.423316002E-1
1.380365360E0,2.950479090E-1,-4.929682612E-1,-1.618792862E-1
1.382348971E0,2.510656118E-1,-5.119050741E-1,-1.765400618E-1
1.384332582E0,2.229658216E-1,-5.204572082E-1,-1.832595766E-1
1.386346710E0,1.740965992E-1,-5.357288122E-1,-1.930334121E-1
1.388330321E0,1.203404516E-1,-5.442809463E-1,-2.052507252E-1
1.390344448E0,9.651670605E-2,-5.485569835E-1,-2.052507252E-1
1.392328060E0,4.520402849E-2,-5.503895879E-1,-2.138028294E-1
1.394342187E0,-6.108652335E-3,-5.436700583E-1,-2.174680233E-1
1.396325799E0,-3.176499158E-2,-5.387831330E-1,-2.168571651E-1
1.398339926E0,-8.185594529E-2,-5.174028873E-1,-2.156354338E-1
1.400323537E0,-1.350012124E-1,-4.966334403E-1,-2.089159191E-1
1.402337665E0,-1.832595766E-1,-4.673119187E-1,-2.003637999E-1
1.404321276E0,-2.058615834E-1,-4.550946057E-1,-1.948660165E-1
1.406335403E0,-2.492330223E-1,-4.233296216E-1,-1.789835095E-1
1.408319015E0,-2.889392674E-1,-3.921754956E-1,-1.655444801E-1
1.410333142E0,-3.048217595E-1,-3.775147200E-1,-1.563815027E-1
1.412316754E0,-3.359758854E-1,-3.500257730E-1,-1.404990107E-1
1.414330881E0,-3.616322279E-1,-3.207042515E-1,-1.240056455E-1
1.416314492E0,-3.732386529E-1,-3.048217595E-1,-1.172861308E-1
1.418328619E0,-3.866777122E-1,-2.712241709E-1,-1.007927656E-1
1.420342748E0,-3.940080702E-1,-2.400700450E-1,-8.491026610E-2
1.422326358E0,-3.946189582E-1,-2.272418737E-1,-7.757988572E-2
1.424309970E0,-3.958406746E-1,-1.979203373E-1,-6.169738993E-2
1.426324097E0,-3.940080702E-1,-1.722639948E-1,-4.703662544E-2
1.428307709E0,-3.921754956E-1,-1.624901593E-1,-4.031710699E-2
1.430321836E0,-3.854559660E-1,-1.447750628E-1,-2.443460934E-2
1.432305447E0,-3.744603992E-1,-1.313360333E-1,-8.552113548E-3
1.434319574E0,-3.665191531E-1,-1.258382350E-1,-6.108652451E-4
1.436303186E0,-3.481931984E-1,-1.172861308E-1,1.404990070E-2
1.438317313E0,-3.237585723E-1,-1.087340117E-1,2.871066704E-2
1.440300925E0,-2.962696552E-1,-9.346238524E-2,4.031710699E-2
1.442315052E0,-2.779437006E-1,-8.857546002E-2,4.642575979E-2
1.444298663E0,-2.443460971E-1,-7.269296050E-2,5.497787148E-2
1.446312792E0,-2.101376504E-1,-5.131268129E-2,6.230825558E-2
1.448296402E0,-1.899790913E-1,-4.276056588E-2,6.658431143E-2
1.450310530E0,-1.527163088E-1,-2.015855350E-2,7.330382615E-2
1.452294141E0,-1.172861308E-1,6.108652451E-4,8.735372871E-2
1.454308269E0,-1.007927656E-1,1.099557430E-2,9.285151958E-2
1.456291880E0,-6.963863969E-2,2.626720630E-2,1.032362282E-1
1.458306008E0,-4.214970022E-2,3.481931984E-2,1.154535338E-1
1.460320135E0,-3.359758854E-2,3.970624134E-2,1.197295859E-1
1.462303747E0,-1.527163107E-2,4.398229718E-2,1.343903542E-1
1.464287357E0,-4.276056774E-3,5.253441259E-2,1.441642046E-1
1.466301485E0,-3.054326167E-3,5.803219974E-2,1.484402567E-1
1.468285096E0,-6.108652451E-4,6.902777404E-2,1.618792862E-1
1.470299224E0,-3.054326167E-3,8.307767659E-2,1.759291887E-1
1.472282835E0,-3.665191587E-3,8.918632567E-2,1.789835095E-1
1.474296963E0,-6.719517522E-3,1.050688252E-1,1.912008226E-1
1.476280573E0,-1.221730467E-2,1.154535338E-1,1.991420686E-1
1.478294702E0,-1.588249579E-2,1.252273768E-1,2.034181207E-1
1.480278312E0,-1.893682219E-2,1.246165112E-1,2.052507252E-1
1.482292440E0,-1.832595654E-2,1.246165112E-1,2.107485086E-1
1.484276051E0,-2.199114859E-2,1.191187203E-1,2.113593817E-1
1.486290179E0,-2.260201424E-2,1.148426682E-1,2.076941878E-1
1.488273790E0,-2.321287990E-2,1.105666086E-1,2.076941878E-1
1.490287918E0,-2.748893574E-2,9.896016866E-2,2.015855312E-1
1.492271528E0,-2.748893574E-2,1.001819000E-1,1.991420686E-1
1.494285656E0,-2.809980139E-2,9.285151958E-2,1.918116808E-1
1.496269267E0,-3.054326214E-2,8.368854225E-2,1.820378453E-1
1.498283395E0,-2.993239649E-2,7.819075137E-2,1.789835095E-1
1.500297522E0,-2.871066704E-2,6.780604273E-2,1.667662114E-1
1.502281134E0,-2.871066704E-2,6.169738993E-2,1.551597714E-1
1.504264744E0,-2.871066704E-2,5.497787148E-2,1.527163088E-1
1.506278873E0,-2.993239649E-2,3.970624134E-2,1.423316002E-1
