"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.488685560E-1,-8.668000102E-1,5.362913609E0,8.649456024E0
9.511832960E-1,-6.891329288E-1,5.450850010E0,8.630312920E0
9.534979830E-1,-5.306084156E-1,5.519643784E0,8.611768723E0
9.558127230E-1,-3.667000830E-1,5.578866005E0,8.606983185E0
9.581274100E-1,-1.842473447E-1,5.652445316E0,8.583653450E0
9.604421500E-1,-3.050848842E-2,5.697310925E0,8.554939270E0
9.627568380E-1,1.040877849E-1,5.741578102E0,8.535796165E0
9.650715770E-1,2.093719840E-1,5.771488190E0,8.521439552E0
9.673862650E-1,2.817548811E-1,5.781657696E0,8.506484032E0
9.697010040E-1,3.391826153E-1,5.767300606E0,8.521439552E0
9.720156920E-1,3.583251834E-1,5.786443233E0,8.506484032E0
9.743304310E-1,3.684946895E-1,5.762515068E0,8.501698494E0
9.766451190E-1,3.684946895E-1,5.714060307E0,8.520841599E0
9.789598580E-1,3.445664644E-1,5.670391560E0,8.544769287E0
9.812745460E-1,3.206382394E-1,5.617151260E0,8.559126854E0
9.835892850E-1,2.877369225E-1,5.563312531E0,8.568099976E0
9.859040250E-1,2.638086975E-1,5.529214859E0,8.601598740E0
9.882187130E-1,2.207378894E-1,5.452046394E0,8.606385231E0
9.905334520E-1,1.920240223E-1,5.413163185E0,8.605786324E0
9.928481400E-1,1.441675574E-1,5.359324455E0,8.596215248E0
9.951628790E-1,7.716853172E-2,5.320441246E0,8.576474190E0
9.974775670E-1,1.974078640E-2,5.262415409E0,8.528617859E0
9.997923060E-1,-1.854437590E-2,5.213960648E0,8.469993591E0
1.002106994E0,-4.187439755E-2,5.185246468E0,8.388637543E0
1.004421733E0,-4.666004330E-2,5.156532764E0,8.325826645E0
1.006736421E0,-6.580262631E-2,5.156532764E0,8.258827209E0
1.009051160E0,-8.015955985E-2,5.181059361E0,8.230113029E0
1.011365848E0,-8.015955985E-2,5.205585480E0,8.163114548E0
1.013680588E0,-9.990034252E-2,5.249254704E0,8.111070633E0
1.015995275E0,-5.144568533E-2,5.298307419E0,8.044071198E0
1.018310015E0,1.076770201E-2,5.356931686E0,7.981858253E0
1.020624702E0,8.733802289E-2,5.410770416E0,7.934001446E0
1.022939442E0,1.884347796E-1,5.464608669E0,7.871788502E0
1.025254129E0,2.602194548E-1,5.513661385E0,7.819744587E0
1.027568869E0,3.224328458E-1,5.548357487E0,7.752745152E0
1.029883608E0,3.708875179E-1,5.572884083E0,7.704888821E0
1.032198296E0,3.948157430E-1,5.597410202E0,7.666603565E0
1.034513035E0,3.852444589E-1,5.612365723E0,7.642675400E0
1.036827723E0,4.187439680E-1,5.621936798E0,7.604390144E0
1.039142463E0,4.331009090E-1,5.617749214E0,7.585247993E0
1.041457150E0,4.863412082E-1,5.593821049E0,7.584649563E0
1.043771890E0,5.491527915E-1,5.579464436E0,7.579864025E0
1.046086577E0,6.358926296E-1,5.545964718E0,7.594220638E0
1.048401317E0,6.987041831E-1,5.517251015E0,7.603792191E0
1.050716004E0,7.567301393E-1,5.508277893E0,7.646862984E0
1.053030744E0,7.806583643E-1,5.488536835E0,7.723433495E0
1.055345431E0,7.854440212E-1,5.459224701E0,7.819146156E0
1.057660171E0,7.806583643E-1,5.424529076E0,7.929215908E0
1.059974858E0,7.806583643E-1,5.389832973E0,8.082356453E0
1.062289598E0,7.369893789E-1,5.374279499E0,8.264211655E0
1.064604285E0,7.369893789E-1,5.334797859E0,8.465806961E0
1.066919025E0,7.411768436E-1,5.295316696E0,8.672187805E0
1.069233713E0,7.746763229E-1,5.260620594E0,8.868398666E0
1.071548452E0,7.986045480E-1,5.240281582E0,9.084351540E0
1.073863140E0,8.177471161E-1,5.176273346E0,9.333204269E0
1.076177879E0,8.368897438E-1,5.117051125E0,9.596415520E0
1.078492619E0,8.991031051E-1,5.087141037E0,9.831509590E0
1.080807306E0,9.373882413E-1,5.038087845E0,1.005224800E1
1.083122046E0,9.762716293E-1,4.969892502E0,1.023888779E1
1.085423817E0,1.004985452E0,4.911268711E0,1.039202881E1
1.087751473E0,1.028913736E0,4.881358147E0,1.047817039E1
1.090066160E0,1.004985452E0,4.817948341E0,1.056371403E1
1.092380900E0,9.427721500E-1,4.798207760E0,1.057328510E1
1.094695588E0,8.997012973E-1,4.764110088E0,1.052064323E1
1.097010327E0,8.422735929E-1,4.730610371E0,1.040997505E1
1.099325015E0,7.513462901E-1,4.730610371E0,1.028554821E1
1.101639754E0,6.502495408E-1,4.731208801E0,1.007438183E1
1.103954442E0,5.300102234E-1,4.721637249E0,9.835099220E0
1.106269181E0,4.342973232E-1,4.761118889E0,9.575477600E0
1.108583869E0,3.044866920E-1,4.819743156E0,9.336195946E0
1.110898608E0,2.087737769E-1,4.859224796E0,9.058628082E0
1.113213296E0,1.220339537E-1,4.918447018E0,8.776275635E0
1.115528035E0,4.067798331E-2,4.967499733E0,8.497511864E0
1.117842723E0,-3.649054468E-2,5.045864582E0,8.229515076E0
1.120144546E0,-7.477571070E-2,5.100301266E0,7.966304779E0
1.122472150E0,-1.226321608E-1,5.134997368E0,7.727022648E0
1.124786890E0,-1.369891018E-1,5.212764263E0,7.511668682E0
1.127088713E0,-1.322034448E-1,5.262415409E0,7.319046497E0
1.129416317E0,-1.274178028E-1,5.331208706E0,7.146762848E0
1.131731056E0,-9.810572863E-2,5.365904808E0,6.993622303E0
1.134032827E0,-8.374879509E-2,5.429314613E0,6.864409924E0
1.136360483E0,-4.067798331E-2,5.449055195E0,6.768697262E0
1.138675171E0,-1.196411345E-2,5.474180222E0,6.649055958E0
1.140989910E0,-1.674975827E-2,5.523232937E0,6.572485447E0
1.143304598E0,2.991028363E-3,5.523232937E0,6.519843578E0
1.145619338E0,1.734796353E-2,5.547759533E0,6.495915413E0
1.147934025E0,5.084748194E-2,5.567500114E0,6.500700951E0
1.150248765E0,8.913264424E-2,5.581857204E0,6.549155712E0
1.152563452E0,1.274178028E-1,5.591428280E0,6.597012043E0
1.154878192E0,2.087737769E-1,5.577071190E0,6.678368092E0
1.157192879E0,2.470589429E-1,5.566901684E0,6.774080753E0
1.159507619E0,3.050848842E-1,5.547759533E0,6.836294174E0
1.161822306E0,3.385843933E-1,5.518447399E0,6.922435760E0
1.164137046E0,3.529413342E-1,5.479563713E0,7.027719975E0
1.166451733E0,3.337987661E-1,5.474180222E0,7.137789726E0
1.168766473E0,3.050848842E-1,5.429912567E0,7.243073940E0
1.171081213E0,2.518445849E-1,5.400002480E0,7.319644451E0
1.173395900E0,2.183450609E-1,5.389832973E0,7.420741081E0
1.175710640E0,1.651047617E-1,5.355136871E0,7.511668682E0
1.178025327E0,1.220339537E-1,5.320441246E0,7.593024254E0
1.180340067E0,8.853443712E-2,5.300700188E0,7.651050568E0
1.182654754E0,5.503492057E-2,5.266602516E0,7.717451096E0
1.184969494E0,6.580262445E-3,5.236692429E0,7.774878979E0
1.187284181E0,1.674975827E-2,5.197809219E0,7.837092400E0
1.189598921E0,6.580262445E-3,5.182853699E0,7.889734268E0
1.191913608E0,4.067798331E-2,5.173282623E0,7.932805061E0
1.194228348E0,9.332008660E-2,5.154139996E0,7.985447407E0
1.196543035E0,1.465603858E-1,5.139782906E0,8.009375572E0
1.198857775E0,2.231307179E-1,5.135595798E0,8.023732185E0
1.201172463E0,2.763710022E-1,5.135595798E0,8.018946648E0
1.203487202E0,3.385843933E-1,5.140979290E0,8.009375572E0
1.205801942E0,3.774677813E-1,5.141577721E0,7.990232944E0
1.208116629E0,4.348955154E-1,5.166104317E0,8.009375572E0
1.210431369E0,4.636093974E-1,5.161318302E0,7.995018482E0
1.212746056E0,4.923232496E-1,5.190630436E0,7.980661869E0
1.215060796E0,4.588237405E-1,5.200201988E0,7.971090317E0
1.217375483E0,4.492524564E-1,5.214558601E0,7.923233986E0
1.219690223E0,4.540380836E-1,5.234299660E0,7.861020565E0
1.222004910E0,4.396811724E-1,5.225326538E0,7.789236069E0
1.224319650E0,4.013960063E-1,5.234897614E0,7.707880020E0
1.226634338E0,3.726821244E-1,5.240281582E0,7.612166882E0
1.228949077E0,3.487538993E-1,5.225924492E0,7.539783955E0
1.231263765E0,3.104687333E-1,5.221138954E0,7.439285755E0
1.233578504E0,2.817548811E-1,5.192425251E0,7.357331276E0
1.235893192E0,2.291127741E-1,5.192425251E0,7.265805721E0
1.238207931E0,2.392822653E-1,5.173282623E0,7.203592777E0
1.240522619E0,1.812563092E-1,5.154139996E0,7.136593342E0
1.242837358E0,1.573280841E-1,5.144568920E0,7.083353043E0
1.245152098E0,1.674975902E-1,5.134997368E0,7.054639339E0
1.247466785E0,1.674975902E-1,5.115854740E0,7.016354084E0
1.249781525E0,1.531406492E-1,5.115854740E0,6.978068829E0
1.252096213E0,1.531406492E-1,5.111069202E0,6.949355125E0
1.254410952E0,1.435693651E-1,5.159523964E0,6.949355125E0
1.256725640E0,1.387837082E-1,5.145166874E0,6.958926678E0
1.259040379E0,1.046859920E-1,5.139782906E0,7.045068264E0
1.261355067E0,8.554340899E-2,5.153541565E0,7.117451191E0
1.263669806E0,6.101697683E-2,5.162514687E0,7.194021225E0
1.265984494E0,8.374879137E-3,5.152345181E0,7.284948349E0
1.268299233E0,-6.580262445E-3,5.146961689E0,7.332805157E0
1.270613921E0,-6.580262445E-3,5.146961689E0,7.356733322E0
1.272928660E0,-2.572284266E-2,5.127819061E0,7.361518860E0
1.275243348E0,-6.580262445E-3,5.127819061E0,7.351947784E0
1.277558088E0,-1.196411322E-3,5.123033047E0,7.342376232E0
1.279872775E0,3.230310604E-2,5.137988567E0,7.313662529E0
1.282187515E0,3.708875179E-2,5.133202553E0,7.289734364E0
1.284502254E0,6.101697683E-2,5.142774105E0,7.261020184E0
1.286816942E0,6.580262631E-2,5.167300701E0,7.261020184E0
1.289131681E0,4.666004330E-2,5.196014404E0,7.266404152E0
1.291446369E0,5.623133108E-2,5.210969448E0,7.256833076E0
1.293761108E0,4.606183618E-2,5.244469166E0,7.242475986E0
1.296075796E0,6.041877344E-2,5.254638672E0,7.223333359E0
1.298390535E0,5.084748194E-2,5.264209747E0,7.180262566E0
1.300705223E0,1.136590764E-1,5.283950806E0,7.137191772E0
1.303019963E0,1.423729509E-1,5.298905849E0,7.089335442E0
1.305334650E0,1.806581169E-1,5.294718266E0,7.041478634E0
1.307649390E0,2.291127741E-1,5.295316696E0,6.993024349E0
1.309964077E0,2.338984162E-1,5.300102234E0,6.949953556E0
1.312278817E0,2.632105052E-1,5.295914650E0,6.882954121E0
1.314593504E0,2.871387303E-1,5.301298618E0,6.868597507E0
1.316908244E0,2.536391914E-1,5.295914650E0,6.835097790E0
1.319222983E0,2.243271172E-1,5.300700188E0,6.825526714E0
1.321537671E0,2.099701911E-1,5.300700188E0,6.835097790E0
1.323852410E0,1.621137410E-1,5.290530682E0,6.835097790E0
1.326167098E0,1.668993831E-1,5.295914650E0,6.820741177E0
1.328481838E0,1.860419661E-1,5.319842815E0,6.801598549E0
1.330796525E0,2.386840582E-1,5.325226784E0,6.806384087E0
1.333111265E0,2.434697002E-1,5.334797859E0,6.820741177E0
1.335425952E0,3.008974493E-1,5.373681545E0,6.854838848E0
1.337740692E0,3.104687333E-1,5.388038158E0,6.931408882E0
1.340055379E0,3.146561682E-1,5.431109428E0,7.027719975E0
1.342370119E0,3.002992272E-1,5.454439163E0,7.166503906E0
1.344684806E0,2.566302419E-1,5.477769375E0,7.315456867E0
1.346999546E0,2.321037948E-1,5.496313572E0,7.421339512E0
1.349314233E0,2.123630047E-1,5.519643784E0,7.555935860E0
1.351628973E0,2.219343036E-1,5.533402443E0,7.685148239E0
1.353943660E0,2.650051117E-1,5.533402443E0,7.786244869E0
1.356258400E0,3.463610709E-1,5.528616905E0,7.881958008E0
1.358573088E0,4.618147612E-1,5.538187981E0,8.006384850E0
1.360887827E0,5.629115105E-1,5.523830891E0,8.111668587E0
1.363202567E0,6.975077987E-1,5.514857769E0,8.216953278E0
1.365517254E0,7.890332937E-1,5.514857769E0,8.332406998E0
1.367831994E0,8.751748800E-1,5.519643784E0,8.456833839E0
1.370146681E0,9.571290612E-1,5.499902725E0,8.553144455E0
1.372461421E0,9.714859724E-1,5.504688263E0,8.639286041E0
1.374776108E0,9.906286001E-1,5.523830891E0,8.668598175E0
1.377090848E0,1.009771109E0,5.529214859E0,8.659027100E0
1.379405535E0,9.900303483E-1,5.538786411E0,8.639883995E0
1.381720275E0,9.756734371E-1,5.557928562E0,8.577671051E0
1.384034963E0,9.517452121E-1,5.572884083E0,8.515457153E0
1.386349702E0,9.373882413E-1,5.597410202E0,8.443074226E0
1.388664390E0,8.847461939E-1,5.611767292E0,8.404789925E0
1.390979129E0,8.315058947E-1,5.650052547E0,8.380861282E0
1.393293869E0,7.836494446E-1,5.640480995E0,8.333004951E0
1.395608556E0,7.256234884E-1,5.673980713E0,8.294719696E0
1.397923296E0,6.538388133E-1,5.688337803E0,8.232506752E0
1.400237983E0,5.904290080E-1,5.693123341E0,8.184649467E0
1.402552723E0,5.521438122E-1,5.702694416E0,8.117650986E0
1.404867410E0,5.186443329E-1,5.688337803E0,8.041080475E0
1.407182150E0,4.755735099E-1,5.702694416E0,7.983652592E0
1.409496838E0,4.755735099E-1,5.717649937E0,7.892127514E0
1.411811577E0,4.803591371E-1,5.732604980E0,7.834699631E0
1.414126265E0,4.803591371E-1,5.742774487E0,7.758129120E0
1.416441004E0,4.803591371E-1,5.757729530E0,7.715058327E0
1.418755692E0,4.516452849E-1,5.791228771E0,7.681559086E0
1.421070431E0,4.755735099E-1,5.815755367E0,7.672585964E0
1.423385119E0,4.414757788E-1,5.849255085E0,7.672585964E0
1.425699858E0,4.313062727E-1,5.887540340E0,7.706085205E0
1.428014598E0,4.504488707E-1,5.921638012E0,7.730611801E0
1.430329285E0,4.313062727E-1,5.930611134E0,7.797610760E0
1.432644025E0,4.402793646E-1,5.978467464E0,7.898707390E0
1.434958713E0,4.546363056E-1,5.983253002E0,7.975277901E0
1.437273452E0,4.594219327E-1,5.977869034E0,8.085348129E0
1.439588140E0,4.588237405E-1,5.982056618E0,8.210372925E0
1.441902879E0,4.444667995E-1,5.976672649E0,8.339585304E0
1.444217567E0,4.247260094E-1,5.965905190E0,8.483154297E0
1.446532306E0,4.007977843E-1,5.950950146E0,8.623134613E0
1.448846994E0,3.720839322E-1,5.925825119E0,8.742775917E0
1.451161733E0,3.571287692E-1,5.891129494E0,8.852845192E0
1.453476421E0,3.332005441E-1,5.871388435E0,8.982057571E0
1.455791160E0,2.901297510E-1,5.817550182E0,9.077771187E0
1.458105848E0,2.614158690E-1,5.782854080E0,9.144769669E0
1.460420588E0,2.273181528E-1,5.763113499E0,9.202198029E0
1.462735327E0,2.033899277E-1,5.729015827E0,9.216554642E0
1.465050015E0,1.651047617E-1,5.704489231E0,9.254839897E0
1.467364754E0,1.172483116E-1,5.660820007E0,9.239884377E0
1.469679442E0,1.172483116E-1,5.651248932E0,9.239884377E0
1.471994181E0,1.465603858E-1,5.656034470E0,9.249456406E0
1.474308869E0,1.220339537E-1,5.656034470E0,9.244669914E0
1.476623608E0,1.316052526E-1,5.665606022E0,9.225527763E0
1.478938296E0,1.220339537E-1,5.690132141E0,9.206384659E0
1.481253035E0,9.332008660E-2,5.709274769E0,9.178269386E0
1.483567723E0,4.486542568E-2,5.723631859E0,9.159127235E0
1.485882463E0,-7.776673418E-3,5.709274769E0,9.105886459E0
1.488197150E0,-6.041877344E-2,5.723631859E0,9.053244591E0
1.490511890E0,-9.930214286E-2,5.752345562E0,8.982057571E0
1.492826577E0,-1.184447184E-1,5.772086620E0,8.919844627E0
1.495141317E0,-1.423729509E-1,5.762515068E0,8.876175880E0
1.497456004E0,-1.567298770E-1,5.796612740E0,8.809176445E0
1.499770744E0,-1.854437590E-1,5.801398277E0,8.746963501E0
1.502085483E0,-1.902294010E-1,5.840281963E0,8.733204842E0
1.504400171E0,-2.099701911E-1,5.849853039E0,8.766703606E0
1.506714910E0,-2.291127741E-1,5.873183250E0,8.814560890E0
1.509029598E0,-2.344966233E-1,5.931209087E0,8.872586250E0
1.511344338E0,-2.632105052E-1,5.944967747E0,8.920442581E0
1.513659025E0,-2.440679073E-1,5.949753284E0,8.973084450E0
1.515973765E0,-2.542374134E-1,5.979065418E0,8.988039970E0
1.518288452E0,-2.446661144E-1,5.988636971E0,9.016754150E0
1.520603192E0,-2.494517565E-1,5.968895912E0,9.031110764E0
1.522917879E0,-2.398804724E-1,5.959324837E0,9.040681839E0
1.525232619E0,-2.685943544E-1,5.939583778E0,9.064610481E0
1.527547306E0,-2.638086975E-1,5.944369793E0,9.083752632E0
1.529862046E0,-2.590230405E-1,5.925227165E0,9.102895737E0
1.532176785E0,-2.877369225E-1,5.910272121E0,9.126823425E0
1.534491473E0,-2.925225794E-1,5.910272121E0,9.141180992E0
1.536806213E0,-3.068794906E-1,5.909673691E0,9.165108681E0
1.539120900E0,-2.781656384E-1,5.895316601E0,9.179466248E0
1.541435640E0,-2.638086975E-1,5.924628735E0,9.174679756E0
1.543750327E0,-2.350948304E-1,5.924628735E0,9.169894218E0
1.546065067E0,-1.866401732E-1,5.915655613E0,9.150752068E0
1.548379754E0,-1.483550072E-1,5.921039581E0,9.111868858E0
1.550694494E0,-1.094716340E-1,5.916254044E0,9.092725754E0
1.553009181E0,-8.554340899E-2,5.921638012E0,9.035298347E0
1.555323921E0,-5.204389244E-2,5.897709846E0,9.020941734E0
1.557638608E0,-6.101697683E-2,5.878567219E0,9.030512810E0
1.559953348E0,-3.708875179E-2,5.858826160E0,9.054440498E0
1.562268088E0,-3.708875179E-2,5.868397713E0,9.126225471E0
1.564582775E0,2.991028316E-2,5.849255085E0,9.202795982E0
1.566897515E0,4.426721856E-2,5.828916073E0,9.327222824E0
1.569212202E0,1.016949639E-1,5.804987907E0,9.418149948E0
1.571526942E0,1.501496136E-1,5.780461311E0,9.561718941E0
1.573841629E0,1.692921966E-1,5.740979671E0,9.720243454E0
1.576156369E0,1.788634956E-1,5.701498032E0,9.849455833E0
1.578471056E0,1.980060786E-1,5.676971912E0,9.984052658E0
1.580785796E0,2.123630047E-1,5.618347645E0,1.011805058E1
1.583100483E0,1.884347796E-1,5.564508915E0,1.024666500E1
1.585415223E0,1.788634956E-1,5.491528034E0,1.032802105E1
1.587729910E0,1.166501045E-1,5.413163185E0,1.042373371E1
1.590044650E0,6.400800496E-2,5.359324455E0,1.048116112E1
1.592359390E0,-3.230310604E-2,5.286343575E0,1.053320503E1
1.594674077E0,-9.391828626E-2,5.213362217E0,1.053320503E1
1.596988817E0,-1.758724600E-1,5.140381336E0,1.054217815E1
1.599303504E0,-2.667997181E-1,5.067399979E0,1.051765156E1
1.601618244E0,-3.720839322E-1,5.008776188E0,1.048415279E1
1.603932931E0,-4.630111754E-1,4.940580368E0,1.045005512E1
1.606247671E0,-5.252245665E-1,4.891527653E0,1.040219784E1
1.608562358E0,-6.263213158E-1,4.828117847E0,1.034417248E1
1.610877098E0,-6.981059909E-1,4.794020176E0,1.028674412E1
1.613191785E0,-8.081758618E-1,4.755136967E0,1.018564796E1
1.615506525E0,-8.709874153E-1,4.731208801E0,1.012821960E1
1.617821213E0,-9.379864931E-1,4.701896667E0,1.008036327E1
1.620135952E0,-1.009771109E0,4.672584534E0,9.998409271E0
1.622450692E0,-1.048056364E0,4.639084816E0,9.926624298E0
1.624765379E0,-1.095912814E0,4.624728203E0,9.820742607E0
1.627080067E0,-1.100100160E0,4.620540619E0,9.729815483E0
1.629394806E0,-1.095314622E0,4.606183529E0,9.643673897E0
1.631709546E0,-1.056431174E0,4.612165451E0,9.551549911E0
1.634024233E0,-9.942178130E-1,4.612763882E0,9.489336014E0
1.636338973E0,-9.696913958E-1,4.622933388E0,9.427123070E0
1.638653660E0,-9.074779749E-1,4.637888432E0,9.364909172E0
1.640968400E0,-8.590233326E-1,4.662415028E0,9.302696228E0
1.643283088E0,-7.968099117E-1,4.687539577E0,9.240483284E0
1.645597827E0,-7.244270444E-1,4.707878590E0,9.144769669E0
1.647912515E0,-6.861419082E-1,4.742574692E0,9.049057007E0
1.650227254E0,-6.430711150E-1,4.782055855E0,8.948558807E0
1.652541942E0,-5.994020700E-1,4.831109047E0,8.824131966E0
1.654856681E0,-5.898307562E-1,4.884947300E0,8.714061737E0
1.657171421E0,-5.850451589E-1,4.939383984E0,8.599205971E0
1.659486108E0,-6.095715761E-1,4.983053207E0,8.474181175E0
1.661800848E0,-6.287141442E-1,5.060820103E0,8.368897438E0
1.664115535E0,-6.771687865E-1,5.104488850E0,8.263612747E0
1.666430275E0,-7.298108935E-1,5.152943611E0,8.178069115E0
1.668744963E0,-7.399803996E-1,5.206183910E0,8.106285095E0
1.671059702E0,-7.351947427E-1,5.250451088E0,8.067999840E0
1.673374390E0,-6.969096065E-1,5.279763222E0,8.058428764E0
1.675689129E0,-6.538388133E-1,5.318646431E0,8.020143509E0
1.678003817E0,-5.862415433E-1,5.338387489E0,8.006384850E0
1.680318556E0,-5.527420044E-1,5.353342533E0,8.006384850E0
1.682633244E0,-5.042873621E-1,5.338985443E0,8.059026718E0
1.684947983E0,-4.660021961E-1,5.338387489E0,8.116454124E0
1.687262723E0,-4.564309120E-1,5.324030399E0,8.207381248E0
1.689577410E0,-4.564309120E-1,5.313860893E0,8.303094864E0
1.691892150E0,-4.564309120E-1,5.284548759E0,8.370093346E0
1.694206838E0,-4.223332107E-1,5.260022163E0,8.413164139E0
1.696521577E0,-3.984049559E-1,5.264808178E0,8.446663857E0
1.698836265E0,-4.031906128E-1,5.250451088E0,8.461020470E0
1.701151004E0,-3.792623878E-1,5.226522923E0,8.480163574E0
1.703465692E0,-3.744767308E-1,5.211567879E0,8.494520187E0
1.705780431E0,-3.888336718E-1,5.211567879E0,8.499305725E0
1.708095119E0,-4.031906128E-1,5.197210789E0,8.475378036E0
1.710409858E0,-4.510470629E-1,5.191826820E0,8.475378036E0
1.712724598E0,-5.042873621E-1,5.206183910E0,8.456234932E0
1.715039285E0,-5.234299302E-1,5.196612358E0,8.441878319E0
1.717354025E0,-5.527420044E-1,5.181657314E0,8.426922798E0
1.719668713E0,-5.575276613E-1,5.187041283E0,8.402995110E0
1.721983452E0,-5.718846321E-1,5.187041283E0,8.369495392E0
1.724298140E0,-5.623133183E-1,5.201996326E0,8.312067986E0
1.726612879E0,-5.521438122E-1,5.187639713E0,8.254639626E0
1.728927567E0,-5.377869010E-1,5.188237667E0,8.192426682E0
1.731242306E0,-4.941178858E-1,5.203192711E0,8.149355888E0
1.733556994E0,-4.648058116E-1,5.198407173E0,8.086544037E0
1.735871733E0,-4.169493318E-1,5.194219589E0,8.019545555E0
1.738186421E0,-3.637090325E-1,5.194818020E0,7.971688747E0
1.740501160E0,-2.721835673E-1,5.196014404E0,7.914260864E0
1.742815848E0,-2.099701911E-1,5.215754986E0,7.880761147E0
1.745130588E0,-1.615155339E-1,5.230710506E0,7.861618996E0
1.747445327E0,-1.184447184E-1,5.225924492E0,7.875975609E0
1.749760015E0,-9.451649338E-2,5.240281582E0,7.909475327E0
1.752074754E0,-7.537391037E-2,5.254638672E0,7.971688747E0
1.754389442E0,-9.451649338E-2,5.254040241E0,8.048258781E0
1.756704181E0,-7.118647546E-2,5.249254704E0,8.168498039E0
1.759018869E0,-1.238285750E-1,5.223531723E0,8.312067986E0
1.761333608E0,-1.094716340E-1,5.213362217E0,8.446065903E0
1.763648296E0,-1.244267747E-1,5.203192711E0,8.562117577E0
1.765963035E0,-1.387837082E-1,5.168497086E0,8.700901031E0
1.768277775E0,-1.435693651E-1,5.129613400E0,8.810971260E0
1.770592463E0,-1.483550072E-1,5.099703312E0,8.897112846E0
1.772907150E0,-1.244267747E-1,5.066203594E0,8.949754715E0
1.775221890E0,-1.142572835E-1,5.002793789E0,9.025727272E0
1.777536629E0,-9.032905847E-2,4.974080086E0,9.040083885E0
1.779851317E0,-6.640082598E-2,4.963910580E0,9.083154678E0
1.782166056E0,-8.374879137E-3,4.920839787E0,9.150154114E0
1.784480744E0,3.948157281E-2,4.906482697E0,9.188439369E0
1.786795483E0,8.315058798E-2,4.906482697E0,9.207581520E0
1.789110171E0,1.310070455E-1,4.901697159E0,9.207581520E0
1.791424910E0,1.692921966E-1,4.902295589E0,9.193224907E0
1.793739598E0,1.890329868E-1,4.922036171E0,9.159725189E0
1.796054338E0,2.225325108E-1,4.941776752E0,9.107083321E0
1.798369025E0,2.416750938E-1,4.941776752E0,9.049654961E0
1.800683765E0,2.560320199E-1,4.951946259E0,8.972486496E0
1.802998504E0,2.656033039E-1,4.977071285E0,8.895915985E0
1.805313192E0,2.656033039E-1,5.000999451E0,8.833703041E0
1.807627931E0,2.805584669E-1,5.015954494E0,8.766703606E0
1.809942619E0,2.518445849E-1,5.026124001E0,8.670990944E0
